property_id,price,size_sqft,property_type,year_built,status,location_id,agent_id
3771,57.0,1000,Plot  Area,2000,Ready To Move,299.0,81
3772,56.1,1100,Super built-up  Area,2018,18-Oct,573.0,94
3773,45.0,1089,Super built-up  Area,2000,Ready To Move,24.0,70
3774,43.09,1106,Built-up  Area,2016,Ready To Move,155.0,36
3775,37.0,927,Super built-up  Area,2015,18-Dec,18.0,50
3776,58.0,1339,Super built-up  Area,2017,Ready To Move,29.0,54
3777,45.69,923,Built-up  Area,2008,21-Dec,20.0,43
3778,285.0,2900,Plot  Area,2006,18-Aug,34.0,17
3779,75.0,1175,Super built-up  Area,2020,Ready To Move,42.0,72
3780,55.0,975,Built-up  Area,2009,Ready To Move,374.0,4
3781,180.0,2400,Super built-up  Area,2008,Ready To Move,27.0,67
3782,72.0,1330,Super built-up  Area,2004,Ready To Move,252.0,37
3783,59.74,1183,Super built-up  Area,2018,20-Dec,20.0,25
3784,133.0,1758,Super built-up  Area,2004,Ready To Move,201.0,60
3785,265.0,1200,Plot  Area,2019,Ready To Move,76.0,74
3786,77.68,1255,Super built-up  Area,2007,19-Dec,27.0,91
3787,110.0,600,Plot  Area,2002,Ready To Move,769.0,33
3788,50.0,1100,Built-up  Area,2015,Ready To Move,454.0,60
3789,46.8,1170,Super built-up  Area,2014,18-Dec,80.0,77
3790,120.0,2400,Built-up  Area,2003,Ready To Move,784.0,47
3791,51.77,1530,Super built-up  Area,2012,Ready To Move,15.0,95
3792,107.0,1420,Built-up  Area,2019,17-Dec,27.0,14
3793,300.0,1200,Plot  Area,2019,Ready To Move,785.0,6
3794,160.0,1045,Plot  Area,2006,Ready To Move,10.0,71
3795,115.0,1591,Super built-up  Area,2009,19-Jan,29.0,81
3796,120.0,1680,Super built-up  Area,2020,Ready To Move,10.0,91
3797,52.0,675,Plot  Area,2015,Ready To Move,786.0,9
3798,57.63,1055,Super built-up  Area,2006,19-Dec,231.0,90
3799,129.0,1918,Super built-up  Area,2017,Ready To Move,408.0,93
3800,76.0,1280,Super built-up  Area,2006,18-Jan,34.0,85
3801,66.0,1560,Super built-up  Area,2013,Ready To Move,76.0,68
3802,49.5,1145,Super built-up  Area,2019,Ready To Move,34.0,55
3803,126.0,2106,Super built-up  Area,2011,Ready To Move,161.0,41
3804,139.0,1801,Super built-up  Area,2011,Ready To Move,787.0,17
3805,120.0,1200,Plot  Area,2008,Ready To Move,384.0,48
3806,288.0,1718,Super built-up  Area,2021,Ready To Move,7.0,84
3807,54.65,1306,Super built-up  Area,2018,20-Jun,5.0,55
3808,92.0,1320,Super built-up  Area,2018,19-Jun,27.0,73
3809,65.0,1350,Built-up  Area,2001,Ready To Move,788.0,3
3810,324.0,2990,Built-up  Area,2005,Ready To Move,789.0,65
3811,300.0,3800,Built-up  Area,2008,Ready To Move,143.0,36
3812,42.0,1344,Super built-up  Area,2002,Ready To Move,209.0,14
3813,100.0,1893,Super built-up  Area,2012,Ready To Move,209.0,68
3814,43.0,1107,Super built-up  Area,2021,Ready To Move,72.0,85
3815,180.0,1200,Plot  Area,2012,Ready To Move,301.0,27
3816,75.0,1190,Super built-up  Area,2001,Ready To Move,42.0,98
3817,35.0,1000,Built-up  Area,2013,Ready To Move,5.0,16
3818,160.0,2400,Plot  Area,2003,Ready To Move,790.0,0
3819,48.5,1000,Super built-up  Area,2005,Ready To Move,114.0,88
3820,155.0,2113,Super built-up  Area,2012,Ready To Move,215.0,78
3821,46.0,1100,Built-up  Area,2001,Ready To Move,38.0,90
3822,160.0,1200,Plot  Area,2002,Ready To Move,554.0,22
3823,120.0,1884,Super built-up  Area,2006,Ready To Move,201.0,81
3824,40.0,1110,Super built-up  Area,2001,Ready To Move,24.0,49
3825,43.0,1027,Super built-up  Area,2008,Ready To Move,343.0,45
3826,40.0,1250,Super built-up  Area,2003,18-May,507.0,14
3827,62.0,1470,Built-up  Area,2010,Ready To Move,34.0,51
3828,75.0,1150,Built-up  Area,2022,18-May,226.0,70
3829,165.0,1200,Plot  Area,2020,Ready To Move,791.0,66
3830,52.0,703,Super built-up  Area,2000,18-Aug,90.0,55
3831,62.0,1400,Super built-up  Area,2003,Ready To Move,792.0,72
3832,51.0,1195,Super built-up  Area,2006,Ready To Move,21.0,31
3833,69.1,1302,Super built-up  Area,2009,Ready To Move,207.0,84
3834,74.4,1583,Super built-up  Area,2006,19-Aug,43.0,26
3835,60.0,1488,Super built-up  Area,2002,Ready To Move,778.0,85
3836,85.0,600,Plot  Area,2003,Ready To Move,407.0,69
3837,34.63,1385,Super built-up  Area,2009,18-Aug,130.0,69
3838,260.0,3262,Super built-up  Area,2017,Ready To Move,5.0,68
3839,104.0,1600,Built-up  Area,2008,18-Jan,24.0,63
3840,90.0,1150,Super built-up  Area,2017,Ready To Move,6.0,91
3841,166.0,4500,Plot  Area,2006,Ready To Move,793.0,2
3842,78.0,1263,Super built-up  Area,2009,Ready To Move,34.0,3
3843,110.0,1200,Plot  Area,2002,Ready To Move,38.0,67
3844,85.0,1299,Super built-up  Area,2001,20-May,29.0,0
3845,78.0,1330,Super built-up  Area,2015,Ready To Move,282.0,60
3846,52.43,1282,Super built-up  Area,2009,18-Apr,44.0,18
3847,82.0,1853,Built-up  Area,2014,Ready To Move,794.0,83
3848,35.0,861,Super built-up  Area,2001,Ready To Move,795.0,3
3849,95.0,1600,Built-up  Area,2009,Ready To Move,209.0,4
3850,62.8,1256,Built-up  Area,2013,Ready To Move,796.0,65
3851,80.0,1390,Super built-up  Area,2002,Ready To Move,108.0,24
3852,90.0,1550,Super built-up  Area,2007,Ready To Move,148.0,61
3853,150.0,1200,Plot  Area,2004,Ready To Move,797.0,31
3854,49.0,919,Built-up  Area,2004,Ready To Move,27.0,49
3855,80.0,1625,Plot  Area,2021,18-May,299.0,22
3856,44.0,1195,Super built-up  Area,2010,Ready To Move,49.0,38
3857,600.0,2400,Super built-up  Area,2006,Ready To Move,67.0,4
3858,60.0,1159,Super built-up  Area,2007,Ready To Move,234.0,1
3859,57.46,1386,Super built-up  Area,2020,20-Jun,5.0,25
3860,79.0,1197,Super built-up  Area,2010,Ready To Move,201.0,44
3861,191.0,2690,Super built-up  Area,2008,18-Dec,6.0,85
3862,226.0,3293 - 5314,Super built-up  Area,2008,Ready To Move,164.0,1
3863,50.28,1295,Super built-up  Area,2004,18-May,197.0,42
3864,37.83,1310,Built-up  Area,2009,18-Jul,311.0,83
3865,79.28,1132,Super built-up  Area,2006,21-Dec,5.0,17
3866,400.0,2350,Built-up  Area,2012,Ready To Move,798.0,49
3867,500.0,2400,Plot  Area,2005,Ready To Move,558.0,4
3868,135.0,1645,Super built-up  Area,2011,19-Dec,27.0,75
3869,45.84,1200,Super built-up  Area,2010,18-Nov,5.0,39
3870,330.0,3000,Plot  Area,2020,Ready To Move,5.0,96
3871,140.0,1937,Super built-up  Area,2021,Ready To Move,8.0,0
3872,33.5,1015,Super built-up  Area,2018,Ready To Move,37.0,96
3873,39.0,1080,Super built-up  Area,2003,Ready To Move,769.0,49
3874,80.99,1350,Super built-up  Area,2020,Ready To Move,352.0,81
3875,29.0,1149,Super built-up  Area,2002,18-Aug,96.0,91
3876,59.0,1185,Super built-up  Area,2020,Ready To Move,4.0,50
3877,135.0,1720,Super built-up  Area,2004,Ready To Move,67.0,44
3878,175.0,2080,Super built-up  Area,2021,Ready To Move,27.0,83
3879,87.0,1500,Plot  Area,2012,Ready To Move,328.0,82
3880,97.0,1566,Super built-up  Area,2022,Ready To Move,26.0,39
3881,334.0,2386,Super built-up  Area,2008,Ready To Move,7.0,63
3882,110.0,1500,Plot  Area,2009,Ready To Move,336.0,57
3883,49.02,1290,Super built-up  Area,2005,Ready To Move,38.0,83
3884,72.0,1531,Built-up  Area,2018,20-Dec,799.0,61
3885,165.0,1839,Super built-up  Area,2009,Ready To Move,106.0,93
3886,760.0,4200,Plot  Area,2007,Ready To Move,702.0,90
3887,40.43,1400,Super built-up  Area,2015,18-May,0.0,80
3888,15.0,550,Super built-up  Area,2009,Ready To Move,24.0,47
3889,39.0,1140,Super built-up  Area,2010,Ready To Move,5.0,36
3890,57.76,1210 - 1477,Super built-up  Area,2017,21-Jun,302.0,90
3891,100.0,2000,Built-up  Area,2018,Ready To Move,267.0,52
3892,46.0,1100,Built-up  Area,2021,Ready To Move,58.0,29
3893,55.0,1200,Built-up  Area,2007,Ready To Move,562.0,18
3894,68.0,1618,Super built-up  Area,2002,18-Apr,492.0,57
3895,160.0,2830,Super built-up  Area,2003,18-Oct,5.0,46
3896,74.0,1315,Super built-up  Area,2020,Ready To Move,2.0,22
3897,42.75,1141,Super built-up  Area,2018,Ready To Move,94.0,20
3898,55.0,1080,Super built-up  Area,2003,Ready To Move,177.0,90
3899,60.0,1200,Super built-up  Area,2010,Ready To Move,353.0,45
3900,41.88,1111,Super built-up  Area,2001,Ready To Move,47.0,92
3901,45.9,1022,Super built-up  Area,2021,Ready To Move,380.0,47
3902,65.0,1275,Super built-up  Area,2002,Ready To Move,209.0,7
3903,70.0,900,Super built-up  Area,2008,Ready To Move,800.0,13
3904,39.2,1224,Super built-up  Area,2007,Ready To Move,358.0,69
3905,43.0,1135,Super built-up  Area,2019,Ready To Move,224.0,0
3906,52.1,1050,Super built-up  Area,2009,Ready To Move,358.0,97
3907,86.0,1535,Super built-up  Area,2014,Ready To Move,90.0,3
3908,130.0,1392,Super built-up  Area,2001,17-Nov,569.0,53
3909,72.0,1050,Super built-up  Area,2008,Ready To Move,21.0,70
3910,103.0,1513,Super built-up  Area,2015,19-Jun,105.0,39
3911,72.0,1621,Super built-up  Area,2001,Ready To Move,11.0,1
3912,39.0,892,Super built-up  Area,2002,Ready To Move,209.0,20
3913,40.0,1205,Super built-up  Area,2008,Ready To Move,5.0,23
3914,83.87,1355,Super built-up  Area,2002,18-Dec,27.0,49
3915,300.0,1250,Plot  Area,2008,Ready To Move,411.0,71
3916,345.0,1650,Plot  Area,2011,Ready To Move,801.0,88
3917,70.0,1200,Super built-up  Area,2006,Ready To Move,802.0,40
3918,168.0,1400,Super built-up  Area,2002,Ready To Move,312.0,75
3919,35.0,726,Super built-up  Area,2012,18-Nov,18.0,22
3920,149.0,1500,Plot  Area,2013,Ready To Move,418.0,42
3921,405.0,3895,Super built-up  Area,2016,Ready To Move,27.0,96
3922,41.0,1079,Super built-up  Area,2011,18-Dec,155.0,19
3923,46.0,1170,Super built-up  Area,2003,Ready To Move,43.0,34
3924,39.0,1104,Super built-up  Area,2014,Ready To Move,37.0,53
3925,45.0,950,Super built-up  Area,2014,Ready To Move,29.0,19
3926,390.0,4818,Built-up  Area,2021,Ready To Move,87.0,89
3927,52.0,1650,Built-up  Area,2004,Ready To Move,803.0,2
3928,127.0,1559,Super built-up  Area,2018,21-May,125.0,13
3929,38.0,1100,Built-up  Area,2019,Ready To Move,804.0,65
3930,150.0,1750,Super built-up  Area,2009,Ready To Move,467.0,26
3931,45.5,1215,Super built-up  Area,2006,18-Jul,25.0,63
3932,135.0,1868,Super built-up  Area,2002,21-Feb,161.0,67
3933,32.63,1130,Built-up  Area,2013,18-Dec,24.0,1
3934,64.5,1570,Super built-up  Area,2002,Ready To Move,29.0,1
3935,98.0,1691,Super built-up  Area,2009,Ready To Move,34.0,81
3936,350.0,4355,Built-up  Area,2015,Ready To Move,200.0,25
3937,55.0,1225,Super built-up  Area,2015,17-Oct,102.0,88
3938,112.0,1690,Super built-up  Area,2022,Ready To Move,180.0,92
3939,103.0,1418,Super built-up  Area,2008,Ready To Move,191.0,77
3940,125.0,1896,Super built-up  Area,2002,Ready To Move,28.0,86
3941,40.0,605,Super built-up  Area,2016,17-Sep,460.0,65
3942,95.0,800,Plot  Area,2011,Ready To Move,43.0,51
3943,32.5,900,Super built-up  Area,2005,Ready To Move,0.0,12
3944,50.0,750,Plot  Area,2000,Ready To Move,57.0,31
3945,62.0,780,Plot  Area,2004,Ready To Move,231.0,56
3946,26.0,908,Super built-up  Area,2006,Ready To Move,412.0,82
3947,143.0,3369 - 3464,Built-up  Area,2021,18-May,34.0,81
3948,226.0,3216,Super built-up  Area,2004,Ready To Move,20.0,39
3949,225.0,2400,Plot  Area,2004,Ready To Move,385.0,72
3950,68.0,1400,Built-up  Area,2007,Ready To Move,408.0,88
3951,44.0,1092,Super built-up  Area,2014,Ready To Move,343.0,76
3952,74.0,1255,Super built-up  Area,2002,Ready To Move,102.0,80
3953,100.0,1500,Built-up  Area,2004,Ready To Move,24.0,78
3954,72.0,1296,Super built-up  Area,2022,18-Feb,20.0,56
3955,38.0,925,Super built-up  Area,2013,Ready To Move,377.0,84
3956,42.0,1023,Built-up  Area,2022,Ready To Move,15.0,61
3957,75.0,600,Built-up  Area,2019,Ready To Move,805.0,36
3958,44.5,1020,Super built-up  Area,2004,18-May,20.0,97
3959,77.0,1530,Super built-up  Area,2011,17-Jul,425.0,31
3960,71.0,1650,Super built-up  Area,2013,Ready To Move,331.0,12
3961,85.0,1605,Built-up  Area,2006,Ready To Move,740.0,51
3962,50.0,1925,Super built-up  Area,2021,Ready To Move,310.0,52
3963,50.66,1190,Super built-up  Area,2009,Ready To Move,125.0,99
3964,68.0,1374,Super built-up  Area,2009,Ready To Move,171.0,15
3965,65.0,1140,Built-up  Area,2018,Ready To Move,189.0,57
3966,130.0,1725,Super built-up  Area,2014,Ready To Move,372.0,73
3967,50.0,1075,Super built-up  Area,2015,Ready To Move,14.0,72
3968,93.34,1574,Super built-up  Area,2002,Ready To Move,99.0,56
3969,32.0,965,Built-up  Area,2010,Ready To Move,65.0,18
3970,83.0,1550,Super built-up  Area,2019,Ready To Move,8.0,7
3971,60.0,1205,Super built-up  Area,2004,Ready To Move,806.0,19
3972,55.0,1082,Super built-up  Area,2004,Ready To Move,264.0,62
3973,52.85,1215,Super built-up  Area,2015,Ready To Move,2.0,79
3974,230.0,2483,Super built-up  Area,2016,Ready To Move,27.0,7
3975,46.14,1200,Plot  Area,2006,18-Jul,807.0,0
3976,19.5,1500,Super built-up  Area,2012,Ready To Move,808.0,80
3977,600.0,2360,Plot  Area,2000,18-May,596.0,67
3978,250.0,3198,Super built-up  Area,2010,Ready To Move,200.0,70
3979,60.98,1452,Super built-up  Area,2004,Ready To Move,29.0,0
3980,41.0,1329,Super built-up  Area,2015,18-Apr,0.0,95
3981,44.0,1125,Super built-up  Area,2009,Ready To Move,626.0,71
3982,70.0,1200,Plot  Area,2009,Ready To Move,809.0,53
3983,39.97,1350,Built-up  Area,2006,Ready To Move,34.0,0
3984,51.19,1125 - 1500,Super built-up  Area,2018,Ready To Move,2.0,21
3985,195.0,2600,Super built-up  Area,2016,19-Oct,27.0,32
3986,160.0,1200,Plot  Area,2001,Ready To Move,810.0,47
3987,35.23,1220,Built-up  Area,2011,18-Dec,0.0,70
3988,80.0,1255,Super built-up  Area,2005,Ready To Move,454.0,15
3989,155.0,1904,Super built-up  Area,2005,Ready To Move,106.0,12
3990,70.0,1329,Super built-up  Area,2011,Ready To Move,192.0,50
3991,60.0,1200,Plot  Area,2019,Ready To Move,72.0,92
3992,160.0,2135,Super built-up  Area,2003,Ready To Move,33.0,87
3993,315.0,2770,Super built-up  Area,2022,Ready To Move,16.0,69
3994,39.0,813,Built-up  Area,2012,19-Dec,218.0,46
3995,240.0,3884,Plot  Area,2010,Ready To Move,811.0,1
3996,300.0,3876,Plot  Area,2021,Ready To Move,605.0,21
3997,30.0,800,Super built-up  Area,2021,Ready To Move,56.0,90
3998,120.0,4750,Plot  Area,2016,Ready To Move,812.0,0
3999,70.0,1500,Super built-up  Area,2017,Ready To Move,87.0,9
4000,95.0,1880,Super built-up  Area,2015,Ready To Move,209.0,29
4001,55.0,1440,Super built-up  Area,2011,Ready To Move,24.0,28
4002,90.0,1575,Super built-up  Area,2020,Ready To Move,82.0,33
4003,97.78,1630,Super built-up  Area,2017,Ready To Move,498.0,35
4004,55.0,1180,Super built-up  Area,2000,Ready To Move,26.0,93
4005,36.0,1090,Built-up  Area,2001,Ready To Move,769.0,32
4006,48.45,1020,Super built-up  Area,2008,Ready To Move,380.0,84
4007,173.0,2425,Built-up  Area,2020,Ready To Move,471.0,5
4008,33.82,1097,Super built-up  Area,2003,18-Mar,47.0,92
4009,50.0,1070,Super built-up  Area,2017,Ready To Move,15.0,53
4010,58.0,1000,Super built-up  Area,2015,Ready To Move,114.0,93
4011,150.0,1120,Plot  Area,2021,Ready To Move,231.0,50
4012,56.0,1150,Super built-up  Area,2012,18-Apr,813.0,94
4013,145.0,1900,Built-up  Area,2014,Ready To Move,434.0,96
4014,49.0,1141,Super built-up  Area,2010,Ready To Move,381.0,79
4015,44.0,937,Built-up  Area,2007,Ready To Move,164.0,78
4016,60.0,1075,Built-up  Area,2007,Ready To Move,372.0,53
4017,65.3,1000,Super built-up  Area,2021,18-Feb,126.0,45
4018,77.41,1450,Super built-up  Area,2016,Ready To Move,64.0,49
4019,85.0,897,Plot  Area,2011,Ready To Move,361.0,64
4020,43.0,936,Super built-up  Area,2017,Ready To Move,486.0,56
4021,75.0,1280,Built-up  Area,2022,Ready To Move,424.0,96
4022,45.0,1050,Super built-up  Area,2012,Ready To Move,399.0,14
4023,86.0,1350,Super built-up  Area,2015,Ready To Move,8.0,1
4024,70.0,1325,Super built-up  Area,2003,Ready To Move,178.0,74
4025,59.0,1174,Super built-up  Area,2014,18-Apr,44.0,12
4026,162.0,1890,Super built-up  Area,2012,Ready To Move,223.0,76
4027,75.0,735,Super built-up  Area,2012,Ready To Move,743.0,70
4028,24.0,500,Built-up  Area,2005,Ready To Move,814.0,66
4029,80.0,1304,Super built-up  Area,2001,Ready To Move,11.0,64
4030,120.0,1653,Built-up  Area,2014,Ready To Move,26.0,79
4031,52.0,1075,Super built-up  Area,2006,Ready To Move,14.0,78
4032,42.0,1212,Super built-up  Area,2010,Ready To Move,10.0,53
4033,50.0,1100,Built-up  Area,2002,Ready To Move,242.0,64
4034,500.0,3436,Super built-up  Area,2010,Ready To Move,7.0,30
4035,145.0,1200,Plot  Area,2008,Ready To Move,815.0,34
4036,50.0,1140,Super built-up  Area,2018,Ready To Move,214.0,26
4037,100.0,1200,Plot  Area,2014,Ready To Move,456.0,57
4038,83.0,1532,Super built-up  Area,2015,Ready To Move,90.0,41
4039,195.0,2776,Plot  Area,2002,Ready To Move,605.0,17
4040,75.0,1531,Super built-up  Area,2001,Ready To Move,128.0,37
4041,50.79,1270,Super built-up  Area,2000,Ready To Move,473.0,41
4042,53.0,1325,Super built-up  Area,2003,18-Dec,2.0,43
4043,160.0,1200,Plot  Area,2018,Ready To Move,816.0,65
4044,44.0,1156,Super built-up  Area,2010,17-Apr,24.0,90
4045,320.0,2000,Plot  Area,2014,Ready To Move,301.0,88
4046,70.0,1260,Super built-up  Area,2000,Ready To Move,209.0,29
4047,90.0,1934,Super built-up  Area,2012,Ready To Move,238.0,76
4048,40.0,1060,Super built-up  Area,2003,Ready To Move,182.0,11
4049,95.0,1476,Super built-up  Area,2011,Ready To Move,64.0,27
4050,85.0,1185,Super built-up  Area,2015,Ready To Move,33.0,49
4051,82.0,1265,Super built-up  Area,2021,Ready To Move,624.0,74
4052,150.0,3200,Built-up  Area,2005,18-May,817.0,12
4053,56.81,1196,Super built-up  Area,2008,Ready To Move,710.0,64
4054,69.0,1280,Built-up  Area,2021,Ready To Move,62.0,1
4055,86.0,800,Plot  Area,2019,Ready To Move,8.0,14
4056,45.0,1175,Built-up  Area,2008,Ready To Move,102.0,38
4057,98.0,1850,Built-up  Area,2020,Ready To Move,421.0,21
4058,525.0,2400,Plot  Area,2001,Ready To Move,312.0,28
4059,70.0,1195,Super built-up  Area,2008,Ready To Move,5.0,31
4060,185.0,2000,Super built-up  Area,2022,Ready To Move,190.0,73
4061,100.0,600,Carpet  Area,2022,Ready To Move,551.0,81
4062,155.0,800,Plot  Area,2009,18-Feb,116.0,28
4063,36.5,1180,Super built-up  Area,2017,Ready To Move,223.0,25
4064,49.87,1050,Super built-up  Area,2015,Ready To Move,171.0,70
4065,40.44,1400,Built-up  Area,2020,18-Dec,24.0,78
4066,150.0,2360,Plot  Area,2021,17-Dec,761.0,57
4067,77.25,1030,Super built-up  Area,2005,Ready To Move,818.0,60
4068,65.01,1512,Super built-up  Area,2013,Ready To Move,819.0,10
4069,48.0,929,Built-up  Area,2003,Ready To Move,252.0,69
4070,61.0,1252,Super built-up  Area,2001,Ready To Move,164.0,78
4071,115.0,1485,Built-up  Area,2005,Ready To Move,372.0,15
4072,55.0,1124,Super built-up  Area,2005,Ready To Move,30.0,88
4073,370.0,2400,Plot  Area,2019,Ready To Move,172.0,66
4074,120.0,1407,Built-up  Area,2008,Ready To Move,312.0,62
4075,97.0,1482,Super built-up  Area,2019,19-Mar,54.0,75
4076,98.86,1163,Super built-up  Area,2001,Ready To Move,269.0,12
4077,140.0,1570,Super built-up  Area,2008,Ready To Move,215.0,69
4078,284.0,3480,Super built-up  Area,2017,18-Feb,5.0,1
4079,14.04,520,Super built-up  Area,2003,19-Sep,72.0,72
4080,160.0,2000,Super built-up  Area,2019,Ready To Move,820.0,7
4081,75.0,1352,Super built-up  Area,2015,Ready To Move,539.0,29
4082,65.0,1152,Super built-up  Area,2010,18-Apr,24.0,92
4083,93.0,1575,Built-up  Area,2017,20-Dec,462.0,97
4084,125.0,1965,Super built-up  Area,2018,Ready To Move,52.0,8
4085,70.0,1300,Built-up  Area,2019,Ready To Move,276.0,73
4086,120.0,1,Plot  Area,2022,Ready To Move,34.0,44
4087,47.0,957,Super built-up  Area,2003,18-Apr,8.0,84
4088,60.0,1740,Super built-up  Area,2006,Ready To Move,597.0,14
4089,65.0,1080,Plot  Area,2011,Ready To Move,29.0,21
4090,35.0,1060,Super built-up  Area,2011,Ready To Move,433.0,70
4091,50.0,975,Carpet  Area,2005,Ready To Move,821.0,98
4092,51.0,1150,Super built-up  Area,2020,18-May,80.0,76
4093,79.0,1738,Super built-up  Area,2017,Ready To Move,5.0,58
4094,55.0,1250,Super built-up  Area,2014,18-May,48.0,11
4095,90.0,1788,Built-up  Area,2009,Ready To Move,209.0,50
4096,59.0,1151,Super built-up  Area,2001,19-Dec,291.0,25
4097,60.0,1300,Super built-up  Area,2022,Ready To Move,2.0,86
4098,52.8,1150,Super built-up  Area,2008,Ready To Move,61.0,78
4099,75.0,1380,Super built-up  Area,2015,Ready To Move,655.0,10
4100,117.0,1645,Super built-up  Area,2007,19-Jun,27.0,45
4101,45.9,1141,Super built-up  Area,2012,Ready To Move,399.0,37
4102,82.5,1175,Super built-up  Area,2018,Ready To Move,10.0,10
4103,61.0,1355,Super built-up  Area,2019,Ready To Move,457.0,69
4104,70.0,1150,Built-up  Area,2002,Ready To Move,133.0,19
4105,80.0,5800,Super built-up  Area,2022,18-May,822.0,82
4106,45.0,1000,Built-up  Area,2013,Ready To Move,803.0,23
4107,65.0,1007,Super built-up  Area,2009,20-Jan,163.0,83
4108,100.0,3000,Super built-up  Area,2018,Ready To Move,823.0,84
4109,70.0,1436,Super built-up  Area,2008,Ready To Move,4.0,18
4110,220.0,4000,Super built-up  Area,2014,Ready To Move,8.0,71
4111,140.0,2372,Built-up  Area,2014,Ready To Move,192.0,56
4112,240.0,1500,Plot  Area,2007,Ready To Move,301.0,62
4113,10.0,167Sq. Meter,Super built-up  Area,2004,18-Jan,572.0,53
4114,150.0,1200,Plot  Area,2009,Ready To Move,7.0,54
4115,58.0,1016,Super built-up  Area,2012,18-Mar,447.0,64
4116,48.0,1100,Super built-up  Area,2001,Ready To Move,221.0,10
4117,45.0,1080,Super built-up  Area,2009,Ready To Move,635.0,33
4118,60.0,1070,Super built-up  Area,2022,Ready To Move,24.0,37
4119,115.0,1532,Super built-up  Area,2016,Ready To Move,717.0,86
4120,42.12,1040,Super built-up  Area,2006,Ready To Move,210.0,9
4121,250.0,3100,Plot  Area,2008,Ready To Move,567.0,67
4122,48.905,1076 - 1199,Super built-up  Area,2003,21-Jun,302.0,13
4123,51.6,1430,Super built-up  Area,2010,Ready To Move,20.0,28
4124,163.0,1160,Plot  Area,2001,Ready To Move,7.0,8
4125,205.0,3262,Super built-up  Area,2011,Ready To Move,391.0,31
4126,410.0,2100,Plot  Area,2015,Ready To Move,824.0,84
4127,100.0,1190,Built-up  Area,2020,Ready To Move,825.0,9
4128,100.0,1827,Super built-up  Area,2011,Ready To Move,590.0,25
4129,75.0,1210,Super built-up  Area,2005,Ready To Move,285.0,55
4130,95.0,1500,Super built-up  Area,2005,Ready To Move,519.0,8
4131,53.5,1050,Super built-up  Area,2019,Ready To Move,358.0,24
4132,88.73,1251,Super built-up  Area,2001,21-Mar,27.0,13
4133,115.0,1600,Super built-up  Area,2018,Ready To Move,36.0,19
4134,65.5,1128,Super built-up  Area,2000,18-Apr,24.0,4
4135,93.0,1820,Super built-up  Area,2002,Ready To Move,140.0,37
4136,159.0,2072,Super built-up  Area,2000,Ready To Move,191.0,14
4137,59.0,1510,Super built-up  Area,2005,Ready To Move,15.0,13
4138,114.0,1925,Super built-up  Area,2015,Ready To Move,231.0,14
4139,225.0,2651,Plot  Area,2016,Ready To Move,54.0,63
4140,147.0,2072,Super built-up  Area,2001,Ready To Move,191.0,89
4141,36.0,1000,Super built-up  Area,2006,Ready To Move,114.0,20
4142,145.0,1752,Plot  Area,2014,Ready To Move,38.0,27
4143,56.0,960,Super built-up  Area,2011,Ready To Move,356.0,21
4144,63.0,1180,Super built-up  Area,2009,Ready To Move,826.0,74
4145,180.0,2270,Built-up  Area,2010,Ready To Move,467.0,19
4146,59.0,650,Built-up  Area,2020,Ready To Move,388.0,96
4147,75.0,1200,Super built-up  Area,2005,Ready To Move,42.0,58
4148,46.0,1180,Super built-up  Area,2012,Ready To Move,14.0,89
4149,47.0,1300,Super built-up  Area,2014,18-Jan,456.0,9
4150,40.0,1157,Built-up  Area,2019,Ready To Move,209.0,85
4151,69.0,1300,Super built-up  Area,2017,21-Jan,29.0,73
4152,59.0,1305,Super built-up  Area,2017,Ready To Move,267.0,68
4153,196.0,2006,Super built-up  Area,2016,Ready To Move,52.0,34
4154,80.0,1290,Super built-up  Area,2005,Ready To Move,171.0,85
4155,45.0,1170,Super built-up  Area,2017,Ready To Move,597.0,14
4156,135.0,971,Plot  Area,2000,Ready To Move,827.0,50
4157,78.0,1400,Super built-up  Area,2014,Ready To Move,361.0,85
4158,75.0,1200,Super built-up  Area,2015,Ready To Move,42.0,90
4159,60.0,1155,Built-up  Area,2004,Ready To Move,226.0,1
4160,85.0,1725,Built-up  Area,2004,Ready To Move,87.0,30
4161,40.0,700,Super built-up  Area,2011,21-Oct,29.0,7
4162,2050.0,7000,Built-up  Area,2019,Ready To Move,600.0,92
4163,88.0,1112,Super built-up  Area,2019,22-Jun,231.0,73
4164,78.0,1178,Super built-up  Area,2002,Ready To Move,192.0,75
4165,81.0,1274,Super built-up  Area,2017,20-Jan,557.0,65
4166,32.0,915,Super built-up  Area,2009,Ready To Move,37.0,49
4167,135.0,1650,Plot  Area,2019,Ready To Move,189.0,50
4168,21.28,760,Super built-up  Area,2021,Ready To Move,223.0,84
4169,68.0,1540,Built-up  Area,2009,Ready To Move,261.0,7
4170,38.5,1206,Super built-up  Area,2009,Ready To Move,548.0,37
4171,95.0,1645,Super built-up  Area,2016,Ready To Move,188.0,14
4172,170.0,1200,Plot  Area,2006,Ready To Move,413.0,80
4173,140.0,1200,Plot  Area,2003,Ready To Move,828.0,66
4174,115.0,2342,Super built-up  Area,2006,Ready To Move,290.0,3
4175,55.0,1200,Super built-up  Area,2018,Ready To Move,829.0,43
4176,33.0,1056,Super built-up  Area,2002,Ready To Move,234.0,20
4177,225.0,4800,Plot  Area,2015,Ready To Move,15.0,59
4178,54.3,1450,Super built-up  Area,2013,Ready To Move,29.0,78
