valuation_id,valuation_amount,valuation_date,property_id
2559,5400.0,4-13-2013,2559
2560,6210.0,7-28-2008,2560
2561,6750.0,9-4-2019,2561
2562,4050.0,4-7-2006,2562
2563,11461.5,11-15-2008,2563
2564,1843.29,10-5-2024,2564
2565,1600.2900000000002,8-4-2002,2565
2566,2025.0,7-20-2025,2566
2567,1336.5,6-27-2004,2567
2568,1998.0,3-25-2006,2568
2569,1147.5,9-22-2014,2569
2570,1296.0,5-26-2021,2570
2571,2051.19,5-23-2016,2571
2572,2322.81,1-17-2009,2572
2573,1161.0,1-27-2016,2573
2574,1309.5,11-25-2023,2574
2575,3928.5,8-1-2000,2575
2576,1350.0,2-22-2012,2576
2577,1647.0,9-10-2020,2577
2578,1647.0,9-18-2007,2578
2579,5724.0,12-5-2000,2579
2580,864.0,4-12-2014,2580
2581,1199.3400000000001,11-14-2017,2581
2582,1224.45,3-8-2007,2582
2583,2133.0,1-13-2006,2583
2584,13095.0,4-27-2001,2584
2585,850.5,10-4-2014,2585
2586,1061.9099999999999,3-19-2000,2586
2587,812.43,3-1-2013,2587
2588,1161.0,11-22-2001,2588
2589,1971.0,8-12-2014,2589
2590,2214.0,6-5-2022,2590
2591,1394.01,6-4-2005,2591
2592,2484.0,8-16-2012,2592
2593,3645.0,8-17-2012,2593
2594,1220.1299999999999,2-4-2002,2594
2595,2835.0,9-5-2002,2595
2596,4725.0,5-25-2001,2596
2597,1269.0,7-1-2004,2597
2598,891.0,9-19-2012,2598
2599,4860.0,1-6-2019,2599
2600,2160.0,7-12-2008,2600
2601,2403.0,11-12-2023,2601
2602,6480.0,2-14-2024,2602
2603,1026.0,7-5-2019,2603
2604,3942.0,12-28-2016,2604
2605,1674.0,5-11-2002,2605
2606,1957.5,2-6-2004,2606
2607,945.0,8-26-2000,2607
2608,9990.0,3-13-2013,2608
2609,1755.0,6-1-2020,2609
2610,1404.0,3-26-2010,2610
2611,1512.0,5-6-2009,2611
2612,1695.06,4-15-2015,2612
2613,2916.0,5-13-2009,2613
2614,1644.57,7-7-2021,2614
2615,2214.0,1-30-2016,2615
2616,2430.0,4-11-2010,2616
2617,6210.0,9-6-2016,2617
2618,1944.0,7-28-2013,2618
2619,1269.0,8-17-2016,2619
2620,27000.0,11-15-2019,2620
2621,1139.4,8-10-2017,2621
2622,2025.0,11-10-2003,2622
2623,56700.0,6-1-2004,2623
2624,3375.0,12-1-2002,2624
2625,992.25,11-20-2002,2625
2626,1509.57,7-10-2015,2626
2627,6750.0,4-20-2011,2627
2628,1728.0,11-24-2024,2628
2629,1566.0,2-9-2022,2629
2630,4320.0,10-28-2013,2630
2631,1384.02,3-21-2025,2631
2632,2376.0,8-5-2017,2632
2633,1620.0,6-24-2002,2633
2634,2025.0,2-7-2005,2634
2635,2700.0,10-8-2018,2635
2636,1936.9799999999998,8-18-2012,2636
2637,2025.0,10-28-2000,2637
2638,2727.0,9-15-2001,2638
2639,3105.0,3-27-2001,2639
2640,903.1500000000001,10-1-2007,2640
2641,1836.0,7-5-2025,2641
2642,1034.1,9-7-2021,2642
2643,1566.0,4-25-2006,2643
2644,594.0,12-18-2009,2644
2645,3294.0,11-15-2015,2645
2646,1566.0,12-29-2019,2646
2647,1410.75,11-28-2022,2647
2648,3213.0,9-15-2002,2648
2649,24300.0,9-28-2009,2649
2650,2376.0,7-12-2010,2650
2651,2214.0,3-25-2005,2651
2652,1080.0,8-15-2016,2652
2653,1336.5,6-20-2007,2653
2654,1431.0,11-3-2015,2654
2655,1620.0,8-12-2007,2655
2656,1350.0,9-29-2023,2656
2657,17550.0,12-21-2018,2657
2658,1404.0,8-21-2024,2658
2659,1701.0,2-16-2013,2659
2660,9450.0,2-23-2023,2660
2661,2970.0,6-2-2004,2661
2662,2970.0,6-4-2011,2662
2663,18900.0,2-30-2009,2663
2664,918.27,10-8-2000,2664
2665,2700.0,7-26-2002,2665
2666,1728.0,3-8-2013,2666
2667,7155.0,4-24-2012,2667
2668,1093.5,1-28-2002,2668
2669,1296.0,3-2-2007,2669
2670,2025.0,12-26-2007,2670
2671,1944.0,1-11-2024,2671
2672,3348.0,5-4-2011,2672
2673,2970.0,2-8-2009,2673
2674,3753.0,11-18-2007,2674
2675,3645.0,4-24-2002,2675
2676,1215.0,9-6-2021,2676
2677,1091.8799999999999,12-14-2018,2677
2678,810.0,1-20-2024,2678
2679,4860.0,2-7-2021,2679
2680,3240.0,6-13-2000,2680
2681,926.0999999999999,5-5-2001,2681
2682,6048.0,3-2-2015,2682
2683,1296.0,2-11-2010,2683
2684,2565.0,1-17-2025,2684
2685,2484.0,7-22-2009,2685
2686,2835.0,2-17-2018,2686
2687,1755.0,11-2-2012,2687
2688,1589.22,10-6-2020,2688
2689,1255.5,4-14-2015,2689
2690,1323.0,12-18-2017,2690
2691,1134.0,7-9-2024,2691
2692,1440.45,3-19-2008,2692
2693,1485.0,2-17-2017,2693
2694,5535.0,1-30-2004,2694
2695,2106.0,7-30-2007,2695
2696,1835.46,3-9-2003,2696
2697,972.0,6-22-2005,2697
2698,1917.0,7-7-2016,2698
2699,1096.2,12-18-2012,2699
2700,2097.36,4-21-2022,2700
2701,1213.65,9-22-2015,2701
2702,567.0,8-22-2001,2702
2703,3402.0,8-30-2018,2703
2704,7020.0,3-22-2021,2704
2705,1038.15,5-19-2018,2705
2706,4239.0,4-16-2006,2706
2707,1485.0,4-11-2007,2707
2708,1400.49,1-1-2023,2708
2709,2619.0,3-30-2024,2709
2710,2106.0,4-1-2021,2710
2711,8910.0,6-2-2012,2711
2712,2519.64,10-12-2011,2712
2713,1871.5049999999999,3-4-2024,2713
2714,1755.0,9-12-2012,2714
2715,1444.5,2-20-2017,2715
2716,2534.355,11-16-2004,2716
2717,366.39,4-8-2011,2717
2718,3240.0,8-14-2002,2718
2719,1512.0,9-17-2002,2719
2720,4320.0,4-13-2019,2720
2721,1485.0,7-13-2023,2721
2722,2025.0,2-18-2000,2722
2723,1979.3700000000001,3-23-2022,2723
2724,1093.5,4-9-2010,2724
2725,1863.0,8-25-2023,2725
2726,2214.0,6-30-2023,2726
2727,2025.0,1-16-2021,2727
2728,1417.5,7-24-2008,2728
2729,1080.0,2-25-2000,2729
2730,1819.8000000000002,5-26-2013,2730
2731,3105.0,10-24-2014,2731
2732,1620.0,12-17-2018,2732
2733,1755.0,8-19-2024,2733
2734,5778.0,7-17-2017,2734
2735,4590.0,5-21-2015,2735
2736,999.0,12-10-2006,2736
2737,2160.0,4-30-2025,2737
2738,1473.93,3-17-2023,2738
2739,6750.0,1-1-2018,2739
2740,1485.0,3-19-2005,2740
2741,1080.0,10-10-2008,2741
2742,1984.5,5-10-2003,2742
2743,11340.0,2-12-2009,2743
2744,2160.0,8-23-2001,2744
2745,4050.0,2-21-2014,2745
2746,2025.0,7-9-2009,2746
2747,1836.0,2-28-2012,2747
2748,1220.4,3-13-2015,2748
2749,2025.0,9-9-2001,2749
2750,2160.0,11-25-2001,2750
2751,891.0,8-15-2011,2751
2752,2916.0,1-5-2024,2752
2753,1449.0900000000001,1-30-2020,2753
2754,3375.0,1-6-2015,2754
2755,444.15,8-27-2022,2755
2756,1367.01,1-8-2006,2756
2757,945.0,3-2-2024,2757
2758,2025.0,9-13-2012,2758
2759,2700.0,9-15-2025,2759
2760,1350.0,10-30-2016,2760
2761,3105.0,10-5-2010,2761
2762,3645.0,6-1-2024,2762
2763,1836.0,4-3-2018,2763
2764,1890.0,5-3-2017,2764
2765,5265.0,5-3-2006,2765
2766,1566.0,3-6-2004,2766
2767,3240.0,12-7-2023,2767
2768,1458.0,5-5-2014,2768
2769,2587.6800000000003,9-4-2009,2769
2770,5265.0,7-30-2005,2770
2771,1188.0,6-13-2010,2771
2772,1134.0,10-11-2002,2772
2773,2160.0,4-5-2025,2773
2774,5940.0,12-20-2024,2774
2775,1358.1,8-13-2024,2775
2776,1755.0,10-15-2021,2776
2777,1215.0,1-17-2012,2777
2778,1350.0,5-18-2024,2778
2779,1431.0,8-16-2017,2779
2780,1647.0,8-15-2015,2780
2781,9585.0,4-11-2015,2781
2782,2565.0,1-9-2022,2782
2783,7425.0,2-12-2008,2783
2784,2160.0,5-23-2010,2784
2785,1512.0,9-28-2000,2785
2786,2970.0,10-23-2024,2786
2787,1512.0,6-13-2017,2787
2788,756.0,12-21-2018,2788
2789,2619.0,2-16-2000,2789
2790,2970.0,11-22-2024,2790
2791,2592.0,9-25-2004,2791
2792,1039.5,8-14-2008,2792
2793,1445.85,11-26-2011,2793
2794,2646.0,9-23-2011,2794
2795,3294.0,10-20-2001,2795
2796,486.0,12-5-2000,2796
2797,6885.0,12-5-2021,2797
2798,1485.0,10-2-2007,2798
2799,6210.0,9-6-2023,2799
2800,1134.0,10-8-2002,2800
2801,2781.0,3-28-2019,2801
2802,10665.0,6-23-2008,2802
2803,2565.0,8-26-2022,2803
2804,1134.0,6-1-2016,2804
2805,2227.5,2-9-2012,2805
2806,1917.0,9-26-2023,2806
2807,1809.0,8-30-2010,2807
2808,1350.0,6-3-2003,2808
2809,777.195,4-24-2020,2809
2810,1146.9599999999998,6-6-2004,2810
2811,3105.0,10-1-2001,2811
2812,1107.0,1-25-2018,2812
2813,1323.0,9-30-2016,2813
2814,3321.0,4-3-2004,2814
2815,2700.0,1-16-2022,2815
2816,1765.8000000000002,7-13-2008,2816
2817,3321.0,8-18-2024,2817
2818,2636.55,6-3-2004,2818
2819,1091.3400000000001,4-4-2003,2819
2820,1890.0,9-22-2012,2820
2821,1215.0,11-30-2014,2821
2822,1134.0,11-29-2014,2822
2823,1895.4,5-21-2016,2823
2824,3402.0,3-1-2008,2824
2825,3753.0,5-15-2017,2825
2826,5400.0,1-23-2021,2826
2827,1809.0,2-1-2021,2827
2828,1431.0,3-2-2006,2828
2829,1485.0,6-1-2003,2829
2830,1296.0,4-4-2002,2830
2831,1485.0,11-9-2024,2831
2832,1242.0,6-9-2000,2832
2833,1706.4,10-2-2023,2833
2834,1890.0,4-20-2004,2834
2835,6750.0,7-26-2009,2835
2836,2403.0,12-30-2012,2836
2837,1755.0,7-7-2008,2837
2838,939.0600000000001,2-24-2017,2838
2839,1647.0,2-21-2021,2839
2840,1606.5,4-27-2005,2840
2841,702.0,2-1-2013,2841
2842,2160.0,5-10-2004,2842
2843,1836.0,11-5-2004,2843
2844,1107.0,11-17-2010,2844
2845,2030.4,5-14-2018,2845
2846,1012.5,1-16-2007,2846
2847,3456.0,11-7-2017,2847
2848,1674.0,3-11-2025,2848
2849,2430.0,7-1-2006,2849
2850,8370.0,1-20-2003,2850
2851,1701.0,3-28-2001,2851
2852,2295.0,10-12-2017,2852
2853,459.0,8-23-2018,2853
2854,2592.0,9-30-2025,2854
2855,1485.0,1-22-2014,2855
2856,1788.75,1-4-2018,2856
2857,7560.0,4-2-2008,2857
2858,1458.0,7-2-2007,2858
2859,2835.0,3-4-2022,2859
2860,12150.0,1-4-2016,2860
2861,1890.0,9-25-2019,2861
2862,1263.6,6-4-2025,2862
2863,12150.0,9-19-2005,2863
2864,1512.0,2-3-2022,2864
2865,1512.0,12-28-2020,2865
2866,702.0,3-2-2010,2866
2867,1755.0,1-11-2020,2867
2868,4590.0,3-22-2008,2868
2869,945.0,5-21-2008,2869
2870,2025.0,8-14-2008,2870
2871,1890.0,11-14-2021,2871
2872,1053.5400000000002,2-9-2025,2872
2873,2970.0,7-24-2008,2873
2874,3240.0,10-12-2015,2874
2875,965.7900000000001,2-25-2017,2875
2876,2025.0,1-27-2021,2876
2877,1215.0,12-11-2001,2877
2878,3780.0,5-7-2003,2878
2879,1155.33,11-7-2022,2879
2880,1755.0,8-28-2020,2880
2881,1026.0,12-25-2021,2881
2882,675.0,7-20-2004,2882
2883,1755.0,4-20-2016,2883
2884,5076.0,4-11-2003,2884
2885,10800.0,4-10-2013,2885
2886,2700.0,12-8-2005,2886
2887,2970.0,11-7-2013,2887
2888,810.0,10-8-2002,2888
2889,1180.44,4-12-2025,2889
2890,1570.5900000000001,4-27-2016,2890
2891,1885.9499999999998,5-21-2017,2891
2892,1512.0,5-8-2015,2892
2893,8775.0,5-4-2016,2893
2894,945.0,12-2-2015,2894
2895,1446.1200000000001,8-13-2021,2895
2896,1350.0,4-11-2020,2896
2897,2376.0,2-12-2017,2897
2898,972.0,7-30-2015,2898
2899,537.3,9-20-2014,2899
2900,2241.0,1-16-2019,2900
2901,3105.0,7-3-2015,2901
2902,2700.0,8-5-2020,2902
2903,2646.0,12-20-2012,2903
2904,878.5799999999999,6-25-2005,2904
2905,945.0,5-14-2006,2905
2906,3834.0,2-22-2007,2906
2907,3780.0,1-7-2025,2907
2908,1566.0,1-1-2003,2908
2909,4995.0,8-11-2006,2909
2910,3645.0,7-2-2022,2910
2911,6345.0,9-8-2004,2911
2912,2430.0,6-14-2013,2912
2913,3267.0,5-17-2005,2913
2914,5670.0,12-18-2002,2914
2915,1080.0,5-12-2014,2915
2916,1584.36,7-25-2004,2916
2917,1512.0,5-27-2007,2917
2918,2457.0,9-18-2021,2918
2919,972.0,1-28-2009,2919
2920,949.7249999999999,8-21-2003,2920
2921,1252.53,4-27-2001,2921
2922,2680.29,4-11-2016,2922
2923,1485.0,8-12-2008,2923
2924,3240.0,10-21-2022,2924
2925,1242.0,9-6-2023,2925
2926,1755.0,4-20-2003,2926
2927,2808.0,12-12-2005,2927
2928,1269.0,2-14-2025,2928
2929,2160.0,2-1-2003,2929
2930,1080.0,8-18-2000,2930
2931,4050.0,12-18-2025,2931
2932,3240.0,11-21-2020,2932
2933,1755.0,6-19-2000,2933
2934,2700.0,7-20-2008,2934
2935,1350.0,9-4-2013,2935
2936,2700.0,6-3-2012,2936
2937,4050.0,11-29-2000,2937
2938,4050.0,11-28-2008,2938
2939,1819.2599999999998,6-9-2016,2939
2940,2025.0,10-27-2012,2940
2941,1068.93,9-16-2024,2941
2942,2565.0,8-22-2004,2942
2943,1350.0,7-16-2004,2943
2944,2693.1150000000002,2-21-2012,2944
2945,1377.0,4-8-2024,2945
2946,1458.0,11-14-2005,2946
2947,2322.0,9-9-2007,2947
2948,1764.4499999999998,10-15-2020,2948
2949,2700.0,1-23-2009,2949
2950,7830.0,12-28-2004,2950
2951,3645.0,10-24-2006,2951
2952,8775.0,7-27-2012,2952
2953,945.0,10-26-2001,2953
2954,1309.5,11-7-2001,2954
2955,864.0,4-20-2025,2955
2956,2700.0,3-25-2000,2956
2957,945.0,4-17-2004,2957
2958,1971.0,3-2-2015,2958
2959,8100.0,5-24-2019,2959
2960,2683.53,1-4-2025,2960
2961,1836.0,9-17-2010,2961
2962,864.0,2-18-2004,2962
2963,2970.0,4-27-2001,2963
2964,2808.0,8-4-2016,2964
2965,1134.0,3-6-2004,2965
2966,1150.2,4-25-2022,2966
2967,2430.0,1-15-2025,2967
2968,2484.0,5-13-2016,2968
2969,904.5,6-29-2022,2969
2970,1188.0,1-22-2021,2970
2971,1269.0,5-3-2025,2971
2972,1660.5,2-13-2014,2972
2973,535.14,2-30-2014,2973
2974,1026.0,3-16-2021,2974
2975,2025.0,5-20-2009,2975
2976,1296.0,12-28-2025,2976
2977,2133.0,2-14-2009,2977
2978,1647.0,3-19-2012,2978
2979,1755.0,10-8-2010,2979
2980,2430.0,12-8-2015,2980
2981,23328.0,10-24-2018,2981
2982,2214.0,7-2-2004,2982
2983,1185.57,12-19-2016,2983
2984,4590.0,2-26-2016,2984
2985,2376.0,4-7-2020,2985
2986,7695.0,9-21-2014,2986
2987,3780.0,7-8-2012,2987
2988,864.0,11-19-2001,2988
2989,1134.0,5-8-2007,2989
2990,2074.95,12-18-2019,2990
2991,2565.0,8-10-2016,2991
2992,2700.0,4-18-2008,2992
2993,5400.0,7-11-2013,2993
2994,3780.0,5-7-2017,2994
2995,3510.0,8-28-2012,2995
2996,2596.59,12-24-2012,2996
2997,374.21999999999997,4-24-2009,2997
2998,2671.38,3-8-2009,2998
2999,3780.0,12-5-2008,2999
3000,11421.0,5-19-2002,3000
3001,918.0,7-22-2025,3001
3002,2646.0,11-12-2004,3002
3003,1242.0,5-22-2006,3003
3004,8532.0,7-2-2012,3004
3005,9855.0,7-2-2004,3005
3006,1404.0,6-13-2006,3006
3007,5265.0,8-14-2025,3007
3008,1836.0,7-21-2024,3008
3009,3024.0,4-5-2015,3009
3010,7560.0,4-10-2012,3010
3011,1215.0,2-16-2002,3011
3012,1593.0,10-20-2017,3012
3013,1381.05,6-2-2024,3013
3014,951.48,5-7-2017,3014
3015,2025.0,8-2-2003,3015
3016,2025.0,12-24-2020,3016
3017,1269.0,7-20-2018,3017
3018,3780.0,6-6-2006,3018
3019,1404.0,12-14-2002,3019
3020,4050.0,5-13-2001,3020
3021,2295.0,8-10-2008,3021
3022,1620.0,4-13-2003,3022
3023,2025.0,6-26-2010,3023
3024,3213.0,3-24-2018,3024
3025,1296.0,3-16-2024,3025
3026,1180.17,3-8-2024,3026
3027,1684.8,9-28-2006,3027
3028,4050.0,9-4-2006,3028
3029,2106.0,6-20-2015,3029
3030,16929.0,9-3-2024,3030
3031,1188.0,11-30-2003,3031
3032,1431.0,5-15-2005,3032
3033,1755.0,4-5-2010,3033
3034,2673.0,12-29-2021,3034
3035,3240.0,10-26-2012,3035
3036,2025.0,3-1-2020,3036
3037,1890.0,11-10-2012,3037
3038,2781.0,2-13-2016,3038
3039,2403.0,7-21-2024,3039
3040,3348.0,8-26-2025,3040
3041,1863.0,10-26-2018,3041
3042,1458.0,12-23-2004,3042
3043,1080.0,9-30-2014,3043
3044,3105.0,1-2-2019,3044
3045,6345.0,5-27-2013,3045
3046,675.0,7-16-2012,3046
3047,1566.0,6-9-2006,3047
3048,1012.5,8-6-2024,3048
3049,2025.0,5-1-2021,3049
3050,2025.0,9-29-2020,3050
3051,1255.5,2-24-2003,3051
3052,2133.0,1-27-2022,3052
3053,1323.0,1-25-2000,3053
3054,2187.0,5-28-2004,3054
3055,1242.0,3-23-2003,3055
3056,1342.7099999999998,10-27-2008,3056
3057,5400.0,3-16-2020,3057
3058,1350.0,11-19-2018,3058
3059,1279.8,11-7-2019,3059
3060,1215.0,7-6-2006,3060
3061,1809.0,8-30-2017,3061
3062,7020.0,2-7-2020,3062
3063,3051.0,3-26-2010,3063
3064,3510.0,5-9-2003,3064
3065,1917.0,3-18-2000,3065
3066,1161.0,8-24-2025,3066
3067,855.9,2-7-2007,3067
3068,2025.0,11-1-2015,3068
3069,1296.0,5-28-2024,3069
3070,1660.5,8-9-2021,3070
3071,1485.0,3-10-2018,3071
3072,7020.0,6-4-2006,3072
3073,2295.0,3-8-2006,3073
3074,1350.0,1-21-2012,3074
3075,15390.0,2-10-2007,3075
3076,1755.0,9-7-2003,3076
3077,2970.0,12-4-2023,3077
3078,1088.3700000000001,3-13-2022,3078
3079,1485.0,1-5-2008,3079
3080,1620.0,1-17-2019,3080
3081,2295.0,1-12-2015,3081
3082,815.9399999999999,10-17-2023,3082
3083,2970.0,1-19-2022,3083
3084,1620.0,9-20-2003,3084
3085,1138.86,4-29-2024,3085
3086,2025.0,3-18-2024,3086
3087,5373.0,3-25-2022,3087
3088,3375.0,8-1-2005,3088
3089,1147.5,2-15-2001,3089
3090,1350.0,1-30-2016,3090
3091,2243.4300000000003,3-18-2011,3091
3092,6750.0,6-25-2024,3092
3093,2025.0,12-23-2013,3093
3094,4590.0,6-24-2022,3094
3095,2970.0,5-28-2024,3095
3096,14175.0,12-5-2018,3096
3097,5265.0,11-19-2010,3097
3098,3645.0,11-17-2016,3098
3099,891.0,9-3-2022,3099
3100,6507.0,5-25-2009,3100
3101,1474.2,9-11-2005,3101
3102,729.0,1-24-2021,3102
3103,3051.0,5-16-2003,3103
3104,4860.0,4-18-2001,3104
3105,5940.0,7-18-2009,3105
3106,1485.0,11-24-2013,3106
3107,1512.0,2-11-2011,3107
3108,1350.0,1-19-2002,3108
3109,6480.0,10-25-2007,3109
3110,1885.68,8-27-2011,3110
3111,7614.0,4-16-2019,3111
3112,1890.0,10-13-2013,3112
3113,2970.0,8-22-2022,3113
3114,7695.0,8-25-2010,3114
3115,1479.33,2-16-2011,3115
3116,1080.0,11-15-2007,3116
3117,13770.0,1-18-2014,3117
3118,4590.0,2-8-2021,3118
3119,1479.33,1-4-2009,3119
3120,1674.0,11-19-2015,3120
3121,2565.0,7-4-2014,3121
3122,8100.0,4-16-2007,3122
3123,6480.0,11-13-2022,3123
3124,6831.0,6-10-2012,3124
3125,1674.0,3-19-2018,3125
3126,3510.0,3-14-2006,3126
3127,1971.0,3-21-2017,3127
3128,1658.8799999999999,12-1-2023,3128
3129,1134.0,2-28-2011,3129
3130,1485.0,3-2-2025,3130
3131,2479.6800000000003,12-27-2004,3131
3132,1678.5900000000001,3-27-2017,3132
3133,3780.0,5-29-2014,3133
3134,10422.0,6-28-2006,3134
3135,1054.6200000000001,7-24-2004,3135
3136,1350.0,4-21-2021,3136
3137,1188.0,2-4-2007,3137
3138,21600.0,2-22-2002,3138
3139,1350.0,5-2-2021,3139
3140,13905.0,4-2-2023,3140
3141,1620.0,1-4-2025,3141
3142,2243.4300000000003,6-28-2003,3142
3143,1404.0,7-6-2012,3143
3144,2025.0,11-28-2000,3144
3145,3375.0,1-18-2014,3145
3146,1998.0,9-27-2025,3146
3147,2184.5699999999997,7-12-2008,3147
3148,2325.2400000000002,11-24-2010,3148
3149,1890.0,4-29-2021,3149
3150,2835.0,12-9-2001,3150
3151,19575.0,12-1-2008,3151
3152,1620.0,10-21-2008,3152
3153,1674.0,4-28-2019,3153
3154,11070.0,5-30-2004,3154
3155,4725.0,9-13-2022,3155
3156,5940.0,7-7-2007,3156
3157,2295.0,9-8-2022,3157
3158,6750.0,10-16-2025,3158
3159,2970.0,3-16-2006,3159
3160,1296.0,10-29-2003,3160
3161,1431.0,2-9-2009,3161
3162,1890.0,3-22-2003,3162
3163,9315.0,8-13-2000,3163
3164,40500.0,12-16-2002,3164
3165,2160.0,3-4-2007,3165
3166,2025.0,6-16-2003,3166
3167,1620.0,10-11-2002,3167
3168,2501.8199999999997,12-17-2022,3168
3169,6210.0,1-2-2015,3169
3170,1431.0,11-6-2008,3170
3171,594.0,11-7-2017,3171
3172,9450.0,12-23-2022,3172
3173,1325.97,8-6-2020,3173
3174,7033.5,1-8-2003,3174
3175,1485.0,3-23-2005,3175
3176,1219.05,4-16-2021,3176
3177,2430.0,1-23-2013,3177
3178,1636.2,12-18-2015,3178
3179,2308.5,6-24-2025,3179
3180,72900.0,2-16-2011,3180
3181,1215.0,6-17-2024,3181
3182,5670.0,1-20-2021,3182
3183,1606.5,8-23-2003,3183
3184,2700.0,4-23-2018,3184
3185,2916.0,12-30-2000,3185
3186,1595.7,7-8-2003,3186
3187,1107.0,11-16-2007,3187
3188,4590.0,3-14-2023,3188
3189,857.25,2-4-2009,3189
3190,1026.0,9-8-2019,3190
3191,4320.0,9-7-2022,3191
3192,1374.03,1-6-2017,3192
3193,8829.0,6-27-2012,3193
3194,1819.8000000000002,4-25-2014,3194
3195,2214.0,10-28-2020,3195
3196,2160.0,5-14-2014,3196
3197,4320.0,3-8-2014,3197
3198,2970.0,5-12-2009,3198
3199,1647.0,2-6-2016,3199
3200,1736.3700000000001,1-13-2006,3200
3201,1263.33,4-13-2023,3201
3202,1242.0,1-19-2007,3202
3203,1620.0,10-6-2003,3203
3204,1471.5,6-21-2013,3204
3205,3051.0,3-16-2003,3205
3206,2673.0,4-7-2015,3206
3207,4185.0,11-18-2011,3207
3208,1890.0,10-26-2021,3208
3209,1841.4,6-7-2002,3209
3210,3672.0,6-7-2013,3210
3211,4590.0,5-9-2002,3211
3212,1107.0,6-27-2013,3212
3213,1782.0,2-1-2011,3213
3214,1755.0,5-29-2007,3214
3215,1382.94,4-26-2008,3215
3216,2683.53,1-14-2021,3216
3217,2565.0,8-9-2015,3217
3218,2453.4900000000002,8-5-2007,3218
3219,2623.3199999999997,6-18-2007,3219
3220,9234.0,6-25-2001,3220
3221,1701.0,7-6-2019,3221
3222,2349.0,3-26-2001,3222
3223,6615.0,6-5-2014,3223
3224,1485.0,4-19-2022,3224
3225,1485.0,10-10-2010,3225
3226,615.6,8-1-2010,3226
3227,5400.0,6-1-2010,3227
3228,3780.0,4-17-2010,3228
3229,1620.0,10-21-2017,3229
3230,903.1500000000001,11-23-2013,3230
3231,9720.0,4-18-2025,3231
3232,3375.0,3-24-2012,3232
3233,1863.0,11-29-2023,3233
3234,1520.64,8-18-2009,3234
3235,6750.0,3-3-2004,3235
3236,1245.51,11-15-2016,3236
3237,3510.0,7-21-2012,3237
3238,945.0,1-18-2001,3238
3239,2835.0,4-4-2012,3239
3240,1795.5,5-14-2001,3240
3241,7425.0,12-4-2004,3241
3242,2916.0,3-17-2010,3242
3243,1127.25,9-1-2000,3243
3244,5400.0,9-27-2023,3244
3245,2133.0,4-9-2003,3245
3246,2025.0,10-2-2007,3246
3247,1215.0,4-3-2017,3247
3248,2430.0,4-26-2020,3248
3249,4860.0,6-30-2009,3249
3250,2376.0,7-28-2023,3250
3251,3105.0,9-27-2006,3251
3252,1755.0,9-27-2024,3252
3253,1296.0,11-14-2017,3253
3254,1620.0,6-21-2015,3254
3255,1350.0,2-13-2002,3255
3256,3105.0,4-22-2022,3256
3257,1242.0,2-29-2013,3257
3258,1782.0,8-11-2009,3258
3259,1350.0,5-1-2020,3259
3260,2754.0,10-3-2013,3260
3261,621.0,3-25-2018,3261
3262,10260.0,4-19-2011,3262
3263,1890.0,7-6-2016,3263
3264,3942.0,9-29-2016,3264
3265,2092.5,4-6-2024,3265
3266,1066.5,11-25-2017,3266
3267,1485.0,10-19-2021,3267
3268,1107.0,9-2-2011,3268
3269,972.0,11-19-2008,3269
3270,1336.5,8-16-2010,3270
3271,1614.6,1-19-2012,3271
3272,1620.0,11-20-2007,3272
3273,1296.0,12-8-2010,3273
3274,945.0,6-6-2005,3274
3275,2430.0,5-2-2017,3275
3276,2781.0,6-24-2021,3276
3277,1589.22,10-27-2002,3277
3278,810.0,8-27-2023,3278
3279,4698.0,9-19-2024,3279
3280,1242.0,10-5-2021,3280
3281,4050.0,5-17-2014,3281
3282,3375.0,7-7-2004,3282
3283,1755.0,8-26-2013,3283
3284,1755.0,6-2-2004,3284
3285,10206.0,6-19-2016,3285
3286,3510.0,1-10-2009,3286
3287,1011.4200000000001,4-2-2008,3287
3288,1890.0,10-27-2005,3288
3289,3753.0,3-21-2019,3289
3290,4131.0,1-4-2024,3290
3291,10125.0,3-21-2002,3291
3292,1242.0,2-7-2010,3292
3293,12150.0,11-29-2018,3293
3294,1512.0,6-26-2015,3294
3295,3510.0,12-12-2022,3295
3296,2214.0,2-4-2001,3296
3297,2970.0,11-10-2006,3297
3298,1485.0,7-30-2019,3298
3299,945.0,10-25-2019,3299
3300,2565.0,10-25-2003,3300
3301,1431.0,11-6-2013,3301
3302,8559.0,8-29-2025,3302
3303,1566.0,2-23-2010,3303
3304,1242.0,2-17-2016,3304
3305,1404.0,9-27-2011,3305
3306,1485.0,3-20-2004,3306
3307,2025.0,9-29-2024,3307
3308,2835.0,9-22-2004,3308
3309,1836.0,10-6-2000,3309
3310,1533.6,11-4-2021,3310
3311,1485.0,5-15-2002,3311
3312,1647.0,7-27-2016,3312
3313,3915.0,8-7-2013,3313
3314,1251.99,1-24-2009,3314
3315,5400.0,11-25-2010,3315
3316,2060.1,1-28-2003,3316
3317,5400.0,8-12-2015,3317
3318,2423.25,8-25-2022,3318
3319,1755.0,9-5-2011,3319
3320,1363.5,10-1-2004,3320
3321,1971.0,1-24-2010,3321
3322,675.0,2-15-2015,3322
3323,2646.0,10-8-2023,3323
3324,908.8199999999999,11-20-2012,3324
3325,2536.38,1-14-2017,3325
3326,1620.0,9-3-2000,3326
3327,830.25,9-26-2015,3327
