purchase_id,purchase_date,ownership_percentage,buyer_id,property_id
3019,5-29-2009,0.58,24,3019
3020,6-10-2000,0.79,52,3020
3021,5-2-2002,0.86,43,3021
3022,11-6-2011,0.7,48,3022
3023,11-14-2024,0.96,32,3023
3024,10-29-2009,0.5,53,3024
3025,10-29-2018,1.0,32,3025
3026,4-27-2014,0.83,51,3026
3027,12-28-2018,0.57,45,3027
3028,10-10-2006,0.87,82,3028
3029,9-30-2010,0.52,81,3029
3030,3-15-2018,0.55,6,3030
3031,6-1-2007,0.74,96,3031
3032,9-28-2003,0.92,50,3032
3033,7-7-2004,0.94,1,3033
3034,4-4-2014,0.74,83,3034
3035,3-9-2012,0.89,91,3035
3036,9-7-2011,0.61,9,3036
3037,5-23-2018,0.92,92,3037
3038,11-10-2009,0.71,41,3038
3039,11-25-2021,0.94,86,3039
3040,2-9-2011,0.87,70,3040
3041,7-22-2002,0.62,21,3041
3042,6-4-2022,0.89,31,3042
3043,2-16-2003,0.63,77,3043
3044,3-13-2011,0.59,15,3044
3045,10-12-2010,0.93,18,3045
3046,2-14-2006,0.78,58,3046
3047,2-7-2009,0.82,66,3047
3048,5-22-2001,0.9,78,3048
3049,9-19-2016,0.6,21,3049
3050,10-6-2007,0.86,4,3050
3051,2-9-2002,0.76,25,3051
3052,7-23-2019,0.5,95,3052
3053,11-16-2011,0.78,54,3053
3054,9-20-2012,0.95,72,3054
3055,10-17-2025,0.57,81,3055
3056,12-2-2001,0.61,10,3056
3057,4-15-2010,0.95,85,3057
3058,11-14-2012,0.76,47,3058
3059,8-25-2006,0.91,0,3059
3060,5-7-2015,0.94,34,3060
3061,3-22-2000,0.75,70,3061
3062,8-8-2005,0.55,29,3062
3063,3-25-2020,0.98,22,3063
3064,9-27-2019,0.61,3,3064
3065,1-27-2020,0.91,53,3065
3066,10-27-2001,0.62,99,3066
3067,5-2-2001,0.55,16,3067
3068,9-1-2012,0.87,75,3068
3069,6-4-2017,0.67,35,3069
3070,3-1-2007,0.72,63,3070
3071,3-6-2009,0.61,48,3071
3072,8-26-2014,0.52,96,3072
3073,10-18-2006,0.59,48,3073
3074,1-20-2000,0.79,92,3074
3075,12-11-2019,0.92,78,3075
3076,6-20-2014,0.8,92,3076
3077,4-9-2008,0.64,76,3077
3078,5-27-2018,0.82,64,3078
3079,6-8-2012,0.52,50,3079
3080,4-10-2019,0.73,48,3080
3081,9-5-2002,0.74,22,3081
3082,8-1-2014,0.66,42,3082
3083,3-25-2025,0.87,38,3083
3084,10-23-2002,0.78,37,3084
3085,3-23-2017,0.6,49,3085
3086,8-27-2002,0.76,82,3086
3087,6-9-2014,0.97,89,3087
3088,12-6-2003,0.66,64,3088
3089,10-17-2012,0.5,32,3089
3090,7-25-2025,0.61,36,3090
3091,12-16-2022,0.54,73,3091
3092,7-21-2002,0.65,44,3092
3093,1-8-2011,0.95,14,3093
3094,1-18-2019,0.52,63,3094
3095,1-30-2003,0.7,66,3095
3096,6-8-2000,0.71,77,3096
3097,2-4-2024,0.99,14,3097
3098,6-28-2022,0.87,8,3098
3099,9-4-2007,0.99,73,3099
3100,9-12-2012,0.57,52,3100
3101,8-27-2024,0.84,68,3101
3102,3-30-2019,0.9,61,3102
3103,12-2-2010,0.74,11,3103
3104,3-15-2013,0.8,78,3104
3105,7-6-2024,0.86,12,3105
3106,6-22-2005,0.63,17,3106
3107,11-5-2021,0.96,44,3107
3108,12-18-2007,0.63,72,3108
3109,11-1-2011,0.94,10,3109
3110,4-13-2023,0.87,23,3110
3111,8-25-2011,0.64,63,3111
3112,5-15-2008,0.58,64,3112
3113,6-4-2002,0.96,53,3113
3114,5-24-2001,0.51,3,3114
3115,1-10-2004,0.54,0,3115
3116,8-9-2024,0.5,38,3116
3117,12-20-2024,0.64,87,3117
3118,2-29-2009,0.72,17,3118
3119,10-28-2004,0.59,96,3119
3120,3-1-2017,0.5,36,3120
3121,7-27-2005,0.54,78,3121
3122,2-7-2020,0.8,92,3122
3123,7-16-2006,0.53,75,3123
3124,12-10-2003,0.92,81,3124
3125,6-24-2007,0.97,24,3125
3126,11-11-2008,0.77,16,3126
3127,12-17-2010,0.88,59,3127
3128,2-11-2025,0.7,84,3128
3129,5-22-2008,0.8,11,3129
3130,4-2-2015,0.93,93,3130
3131,5-30-2025,0.51,39,3131
3132,6-10-2024,0.99,68,3132
3133,3-21-2016,0.94,9,3133
3134,12-15-2009,0.73,47,3134
3135,1-17-2015,0.67,33,3135
3136,3-5-2014,0.75,55,3136
3137,1-8-2021,0.69,66,3137
3138,5-10-2024,0.73,37,3138
3139,1-5-2024,0.66,25,3139
3140,4-25-2014,1.0,75,3140
3141,3-10-2016,0.7,2,3141
3142,4-3-2025,0.72,21,3142
3143,3-10-2023,0.73,30,3143
3144,8-25-2010,0.65,79,3144
3145,9-16-2010,0.54,50,3145
3146,3-11-2015,0.74,3,3146
3147,9-14-2024,0.89,39,3147
3148,7-30-2020,1.0,83,3148
3149,4-10-2025,0.73,5,3149
3150,3-21-2017,0.9,18,3150
3151,8-13-2000,0.55,75,3151
3152,9-15-2016,0.76,81,3152
3153,1-30-2007,1.0,61,3153
3154,7-25-2011,0.72,17,3154
3155,9-8-2009,0.57,15,3155
3156,3-19-2002,0.79,85,3156
3157,11-5-2008,0.78,45,3157
3158,9-29-2019,0.57,97,3158
3159,9-21-2013,0.61,75,3159
3160,10-8-2003,0.83,94,3160
3161,2-3-2014,0.63,30,3161
3162,4-23-2003,0.93,10,3162
3163,2-19-2023,0.53,60,3163
3164,6-1-2016,0.78,26,3164
3165,8-15-2020,0.84,72,3165
3166,11-3-2011,0.76,55,3166
3167,9-24-2025,0.86,47,3167
3168,7-15-2025,0.78,5,3168
3169,8-27-2015,0.88,82,3169
3170,2-14-2016,0.77,92,3170
3171,8-15-2024,0.96,66,3171
3172,6-21-2023,0.93,4,3172
3173,8-11-2022,0.84,89,3173
3174,9-8-2000,0.63,31,3174
3175,3-18-2021,0.91,33,3175
3176,3-25-2010,0.94,74,3176
3177,8-8-2004,0.82,96,3177
3178,10-13-2017,0.92,74,3178
3179,4-19-2018,0.53,75,3179
3180,12-2-2018,0.62,94,3180
3181,5-22-2010,0.66,73,3181
3182,11-1-2016,0.5,4,3182
3183,4-22-2018,0.91,78,3183
3184,8-30-2002,0.52,82,3184
3185,4-20-2015,0.69,49,3185
3186,7-8-2019,0.65,61,3186
3187,8-23-2025,0.87,91,3187
3188,12-19-2023,0.65,39,3188
3189,11-9-2006,0.77,45,3189
3190,7-17-2012,0.68,66,3190
3191,4-14-2014,0.67,30,3191
3192,7-2-2017,1.0,10,3192
3193,11-21-2000,0.66,73,3193
3194,2-3-2002,0.94,86,3194
3195,7-9-2011,0.66,26,3195
3196,11-14-2007,0.5,58,3196
3197,11-23-2022,0.76,60,3197
3198,3-25-2021,0.96,11,3198
3199,7-21-2012,0.71,58,3199
3200,6-18-2022,0.59,26,3200
3201,1-29-2000,0.79,23,3201
3202,1-28-2022,0.96,46,3202
3203,6-9-2000,0.57,44,3203
3204,5-27-2002,0.66,15,3204
3205,7-20-2023,0.94,89,3205
3206,3-15-2013,1.0,84,3206
3207,1-6-2000,0.59,22,3207
3208,1-30-2024,0.72,58,3208
3209,7-12-2002,0.64,29,3209
3210,5-30-2010,0.76,66,3210
3211,9-19-2004,0.93,81,3211
3212,1-4-2008,0.54,61,3212
3213,4-17-2013,0.74,13,3213
3214,1-26-2015,0.93,47,3214
3215,6-5-2011,0.51,82,3215
3216,10-13-2010,0.77,91,3216
3217,6-29-2001,0.97,83,3217
3218,12-28-2023,0.86,59,3218
3219,4-26-2009,0.73,20,3219
3220,9-12-2006,0.84,78,3220
3221,3-7-2000,0.85,32,3221
3222,3-19-2002,0.93,94,3222
3223,8-3-2013,0.81,31,3223
3224,9-12-2014,0.76,50,3224
3225,4-23-2018,0.54,92,3225
3226,9-15-2008,0.56,69,3226
3227,6-16-2001,0.71,56,3227
3228,7-2-2012,0.52,54,3228
3229,2-21-2023,0.5,62,3229
3230,9-12-2007,0.89,89,3230
3231,4-13-2025,0.52,83,3231
3232,7-4-2010,1.0,63,3232
3233,1-5-2023,0.66,15,3233
3234,7-19-2013,0.58,44,3234
3235,12-17-2015,0.82,41,3235
3236,4-8-2021,0.95,59,3236
3237,9-18-2003,0.95,15,3237
3238,8-2-2000,0.56,0,3238
3239,2-28-2011,0.94,59,3239
3240,1-3-2010,0.99,79,3240
3241,4-16-2021,0.91,59,3241
3242,3-30-2009,0.74,95,3242
3243,11-29-2010,0.82,43,3243
3244,10-21-2010,0.58,9,3244
3245,2-7-2019,0.55,12,3245
3246,9-7-2016,0.82,0,3246
3247,3-24-2019,0.65,12,3247
3248,12-7-2022,0.51,94,3248
3249,6-23-2018,0.94,18,3249
3250,8-12-2011,0.6,17,3250
3251,3-9-2024,0.93,51,3251
3252,1-27-2005,0.81,7,3252
3253,1-18-2014,0.81,50,3253
3254,8-20-2004,0.97,74,3254
3255,9-27-2006,0.91,55,3255
3256,4-3-2015,0.97,38,3256
3257,11-11-2014,0.89,82,3257
3258,10-4-2015,0.99,62,3258
3259,4-4-2008,0.95,95,3259
3260,10-21-2021,0.69,36,3260
3261,3-5-2019,0.93,48,3261
3262,1-20-2024,0.98,55,3262
3263,8-28-2021,0.57,7,3263
3264,5-2-2005,0.9,27,3264
3265,9-27-2005,0.94,53,3265
3266,6-22-2012,0.89,62,3266
3267,4-12-2012,0.72,83,3267
3268,9-28-2022,0.5,22,3268
3269,5-12-2007,0.97,60,3269
3270,11-4-2020,0.94,96,3270
3271,3-24-2007,0.87,23,3271
3272,2-5-2016,0.8,49,3272
3273,3-30-2015,0.58,52,3273
3274,3-2-2018,0.79,94,3274
3275,1-8-2007,0.66,76,3275
3276,1-25-2003,0.66,3,3276
3277,12-21-2018,0.63,15,3277
3278,5-7-2005,0.99,28,3278
3279,12-12-2007,0.51,95,3279
3280,6-22-2008,0.9,94,3280
3281,8-26-2019,0.97,52,3281
3282,1-15-2008,0.96,51,3282
3283,9-30-2019,0.85,41,3283
3284,11-25-2010,0.61,12,3284
3285,12-6-2023,0.84,89,3285
3286,12-8-2018,0.63,84,3286
3287,2-7-2000,0.92,90,3287
3288,1-29-2012,0.68,11,3288
3289,10-17-2008,1.0,8,3289
3290,6-30-2023,0.96,85,3290
3291,5-19-2009,0.6,90,3291
3292,3-21-2022,0.67,66,3292
3293,3-19-2012,0.9,4,3293
3294,2-15-2013,0.5,94,3294
3295,4-13-2008,0.95,47,3295
3296,5-3-2005,0.95,77,3296
3297,1-26-2010,0.5,80,3297
3298,11-22-2005,0.92,38,3298
3299,12-13-2011,0.78,70,3299
3300,1-26-2000,0.57,0,3300
3301,12-19-2008,0.52,10,3301
3302,3-8-2004,0.86,61,3302
3303,10-4-2021,0.91,48,3303
3304,7-4-2021,0.76,15,3304
3305,7-5-2005,0.79,30,3305
3306,5-18-2016,0.79,14,3306
3307,12-20-2012,0.62,36,3307
3308,9-10-2011,0.66,12,3308
3309,6-8-2012,0.65,85,3309
3310,5-18-2017,0.74,37,3310
3311,6-14-2019,0.89,76,3311
3312,9-13-2004,0.88,58,3312
3313,1-12-2013,0.69,20,3313
3314,7-25-2009,0.76,66,3314
3315,10-13-2001,0.77,98,3315
3316,5-24-2002,0.5,37,3316
3317,3-25-2006,0.64,95,3317
3318,8-22-2016,0.76,42,3318
3319,12-28-2025,0.63,74,3319
3320,5-7-2023,0.86,37,3320
3321,8-25-2007,0.73,37,3321
3322,12-26-2023,0.63,7,3322
3323,4-24-2002,0.8,63,3323
3324,4-4-2018,0.58,76,3324
3325,6-22-2004,0.52,53,3325
3326,4-24-2024,0.55,33,3326
3327,6-29-2010,0.83,15,3327
3328,8-5-2021,0.73,0,3328
3329,9-8-2010,0.78,99,3329
3330,7-22-2018,0.88,45,3330
3331,1-23-2017,0.83,47,3331
3332,2-25-2010,0.99,89,3332
3333,11-28-2010,0.85,35,3333
3334,8-21-2007,0.65,1,3334
3335,4-10-2012,0.87,87,3335
3336,2-25-2009,0.64,40,3336
3337,1-13-2014,0.65,36,3337
3338,8-1-2019,0.58,72,3338
3339,10-6-2024,0.63,1,3339
3340,1-5-2011,0.76,67,3340
3341,2-8-2021,0.89,16,3341
3342,2-1-2015,0.63,50,3342
3343,4-15-2010,0.87,70,3343
3344,3-28-2009,0.95,20,3344
3345,1-6-2025,0.93,58,3345
3346,7-1-2010,0.79,30,3346
3347,7-9-2008,0.83,22,3347
3348,3-6-2005,0.9,22,3348
3349,1-1-2023,0.6,20,3349
3350,8-18-2024,0.62,73,3350
3351,7-2-2009,0.56,45,3351
3352,10-9-2003,0.93,97,3352
3353,5-18-2003,0.66,77,3353
3354,4-29-2010,0.92,40,3354
3355,2-11-2015,0.84,15,3355
3356,2-13-2013,0.53,66,3356
3357,7-25-2023,0.87,88,3357
3358,6-12-2020,0.5,83,3358
3359,8-24-2016,0.98,7,3359
3360,7-1-2021,0.77,15,3360
3361,1-20-2020,0.7,45,3361
3362,5-29-2013,0.62,30,3362
3363,4-1-2025,0.77,6,3363
3364,12-21-2019,0.92,89,3364
3365,3-30-2025,0.78,1,3365
3366,6-2-2022,0.88,32,3366
3367,10-13-2011,0.92,79,3367
3368,2-12-2015,0.68,78,3368
3369,4-6-2001,0.88,12,3369
3370,8-29-2001,0.84,68,3370
3371,2-26-2014,0.59,66,3371
3372,5-12-2010,0.85,5,3372
3373,1-26-2010,0.85,52,3373
3374,10-23-2004,0.64,26,3374
3375,8-12-2012,0.79,37,3375
3376,12-24-2021,0.88,86,3376
3377,2-28-2018,0.6,74,3377
3378,9-20-2001,0.91,42,3378
3379,6-8-2009,0.65,66,3379
3380,5-30-2009,0.75,52,3380
3381,7-16-2013,0.76,95,3381
3382,1-7-2002,0.52,52,3382
3383,8-2-2020,0.79,32,3383
3384,11-13-2004,0.62,76,3384
3385,7-12-2008,0.53,8,3385
3386,9-17-2013,0.7,62,3386
3387,1-23-2014,0.66,25,3387
3388,11-18-2016,0.7,7,3388
3389,11-23-2024,0.57,7,3389
3390,5-10-2010,0.91,26,3390
3391,1-9-2001,0.77,5,3391
3392,1-16-2010,0.6,56,3392
3393,5-2-2001,0.56,27,3393
3394,10-27-2021,1.0,22,3394
3395,7-7-2024,0.59,86,3395
3396,2-10-2012,0.75,26,3396
3397,10-4-2016,0.54,39,3397
3398,4-18-2024,0.66,25,3398
3399,4-23-2004,0.77,99,3399
3400,11-2-2005,0.72,25,3400
3401,7-13-2003,0.97,86,3401
3402,10-19-2015,0.86,40,3402
3403,8-4-2002,0.66,72,3403
3404,1-25-2010,0.5,65,3404
3405,10-6-2014,0.68,22,3405
3406,6-15-2000,0.55,29,3406
3407,11-9-2020,0.68,10,3407
3408,9-19-2012,0.81,10,3408
3409,11-1-2005,0.79,92,3409
3410,3-24-2016,0.96,18,3410
3411,4-28-2024,0.92,23,3411
3412,11-2-2002,0.69,94,3412
3413,3-15-2006,0.75,93,3413
3414,2-30-2003,1.0,10,3414
3415,3-19-2020,0.99,60,3415
3416,8-2-2024,0.7,44,3416
3417,11-23-2022,0.68,74,3417
3418,4-25-2022,0.87,98,3418
3419,8-6-2001,0.76,44,3419
3420,11-26-2015,0.84,43,3420
3421,4-25-2022,0.73,95,3421
3422,6-12-2017,0.54,83,3422
3423,1-21-2006,0.71,76,3423
3424,8-8-2023,0.65,97,3424
3425,12-14-2023,0.98,83,3425
3426,4-1-2018,0.59,79,3426
3427,11-17-2018,0.53,27,3427
3428,10-20-2005,0.69,21,3428
3429,12-8-2007,0.6,11,3429
3430,2-10-2012,0.92,24,3430
3431,11-12-2002,0.64,98,3431
3432,12-2-2019,0.75,66,3432
3433,7-18-2016,0.84,79,3433
3434,1-28-2019,0.8,81,3434
3435,4-19-2015,0.63,96,3435
3436,6-30-2020,0.63,57,3436
3437,12-20-2016,0.51,77,3437
3438,4-25-2018,0.53,2,3438
3439,11-29-2011,0.7,53,3439
3440,10-22-2013,0.58,2,3440
3441,12-21-2024,0.93,43,3441
3442,2-25-2010,0.6,34,3442
3443,8-20-2015,0.57,25,3443
3444,1-13-2022,0.86,97,3444
3445,9-15-2018,0.51,40,3445
3446,7-23-2010,0.84,56,3446
3447,9-10-2025,0.67,48,3447
3448,7-3-2024,0.76,81,3448
3449,2-21-2000,0.84,87,3449
3450,5-13-2024,0.8,85,3450
3451,5-15-2019,0.9,20,3451
3452,3-10-2010,0.7,61,3452
3453,8-24-2019,0.88,41,3453
3454,10-13-2016,0.92,72,3454
3455,4-19-2007,0.77,23,3455
3456,12-30-2010,0.99,18,3456
3457,11-15-2023,0.75,24,3457
3458,5-2-2012,1.0,38,3458
3459,12-21-2016,0.61,44,3459
3460,3-26-2009,0.97,53,3460
3461,3-29-2021,0.65,14,3461
3462,11-22-2020,0.76,85,3462
3463,10-9-2010,0.63,90,3463
3464,11-27-2000,0.9,26,3464
3465,2-30-2010,0.58,13,3465
3466,10-29-2005,0.91,60,3466
3467,11-6-2023,0.94,12,3467
3468,8-1-2008,0.97,74,3468
3469,8-7-2023,0.96,16,3469
3470,3-10-2006,0.58,91,3470
3471,11-6-2008,0.93,99,3471
3472,11-7-2002,0.9,95,3472
3473,10-3-2017,0.62,31,3473
3474,10-14-2016,0.69,78,3474
3475,10-15-2015,0.54,97,3475
3476,11-30-2012,0.79,54,3476
3477,12-22-2019,0.8,58,3477
3478,11-24-2023,0.96,36,3478
3479,11-12-2024,0.9,32,3479
3480,5-25-2012,0.79,41,3480
3481,7-6-2012,0.58,37,3481
3482,8-30-2007,0.83,0,3482
3483,12-9-2012,0.99,3,3483
3484,4-1-2009,0.8,40,3484
3485,9-21-2001,0.83,14,3485
3486,9-9-2017,0.93,89,3486
3487,9-7-2018,0.64,22,3487
3488,1-7-2006,0.96,10,3488
3489,8-14-2000,0.59,91,3489
3490,11-18-2008,0.53,51,3490
3491,6-6-2020,0.56,64,3491
3492,4-28-2000,0.59,30,3492
3493,4-23-2012,0.78,99,3493
3494,3-7-2017,0.75,22,3494
3495,7-20-2001,0.67,71,3495
3496,7-15-2018,0.99,88,3496
3497,10-20-2017,0.64,1,3497
3498,6-20-2016,0.98,69,3498
3499,2-7-2018,0.78,20,3499
3500,2-14-2023,0.5,72,3500
3501,5-2-2021,0.65,51,3501
3502,11-18-2021,0.81,23,3502
3503,6-25-2010,0.9,98,3503
3504,5-19-2000,0.88,5,3504
3505,6-26-2010,0.78,83,3505
3506,5-17-2007,0.65,97,3506
3507,9-10-2009,0.86,93,3507
3508,6-6-2015,0.9,3,3508
3509,1-11-2008,0.76,60,3509
3510,9-5-2012,0.75,84,3510
3511,7-5-2019,0.86,37,3511
3512,10-13-2014,0.65,15,3512
3513,5-12-2005,0.9,7,3513
3514,5-12-2025,0.78,44,3514
3515,12-8-2014,0.62,0,3515
3516,1-30-2008,0.74,6,3516
3517,7-11-2015,0.98,20,3517
3518,9-15-2000,0.64,85,3518
3519,8-11-2024,0.61,24,3519
3520,12-14-2011,0.64,21,3520
3521,7-7-2022,0.72,14,3521
3522,10-15-2016,0.5,14,3522
3523,1-26-2011,0.98,54,3523
3524,12-7-2012,0.85,3,3524
3525,9-23-2014,0.71,2,3525
3526,11-8-2010,0.66,8,3526
3527,9-30-2017,0.9,93,3527
3528,5-23-2024,0.85,95,3528
3529,2-19-2019,0.79,86,3529
3530,5-18-2011,0.79,8,3530
3531,11-21-2021,0.93,62,3531
3532,5-17-2017,0.75,56,3532
3533,12-22-2016,0.99,70,3533
3534,6-10-2023,0.92,16,3534
3535,12-1-2008,0.66,21,3535
3536,11-18-2022,0.5,45,3536
3537,4-30-2015,0.72,22,3537
3538,8-21-2008,0.68,71,3538
3539,6-26-2020,0.67,89,3539
3540,7-21-2011,0.78,84,3540
3541,8-15-2002,0.53,66,3541
3542,11-18-2002,0.51,47,3542
3543,1-20-2014,0.85,17,3543
3544,5-1-2006,0.9,74,3544
3545,6-1-2006,0.68,64,3545
3546,2-9-2024,0.66,76,3546
3547,11-21-2015,0.66,56,3547
3548,5-25-2000,0.77,75,3548
3549,12-16-2002,0.78,58,3549
3550,9-12-2003,0.58,17,3550
3551,12-7-2001,0.75,85,3551
3552,12-1-2022,0.95,80,3552
3553,8-21-2010,0.72,40,3553
3554,1-20-2009,0.67,82,3554
3555,5-13-2024,0.92,76,3555
3556,12-15-2003,1.0,69,3556
3557,8-8-2007,0.78,43,3557
3558,12-30-2006,0.58,77,3558
3559,9-12-2001,0.64,65,3559
3560,11-17-2000,0.9,4,3560
3561,7-15-2012,0.76,14,3561
3562,10-26-2009,0.81,89,3562
3563,6-16-2001,0.7,86,3563
3564,3-7-2004,0.98,4,3564
3565,5-6-2005,0.78,99,3565
3566,6-27-2018,0.94,76,3566
3567,7-12-2003,0.51,46,3567
3568,5-15-2025,0.62,8,3568
3569,11-5-2019,0.97,86,3569
3570,3-28-2025,0.99,6,3570
3571,9-25-2003,1.0,93,3571
3572,3-23-2006,0.82,7,3572
3573,11-16-2014,0.51,39,3573
3574,12-26-2020,0.51,39,3574
3575,5-4-2008,0.97,70,3575
3576,12-10-2007,0.65,44,3576
3577,6-25-2005,0.94,26,3577
3578,4-19-2023,0.58,87,3578
3579,3-30-2004,0.82,92,3579
3580,11-22-2015,0.62,69,3580
3581,5-6-2012,0.91,4,3581
3582,6-19-2016,0.95,13,3582
3583,12-14-2003,0.63,63,3583
3584,5-5-2006,0.59,41,3584
3585,6-9-2007,0.97,82,3585
3586,4-8-2024,0.63,28,3586
3587,7-19-2005,0.77,50,3587
3588,8-12-2019,0.77,21,3588
3589,1-29-2001,0.72,22,3589
3590,12-1-2025,0.51,15,3590
3591,6-10-2003,0.5,27,3591
3592,10-10-2006,1.0,10,3592
3593,1-3-2020,0.64,92,3593
3594,12-10-2002,0.88,0,3594
3595,11-22-2001,0.62,59,3595
3596,11-12-2015,0.79,31,3596
3597,11-8-2020,0.54,74,3597
3598,6-23-2015,0.91,63,3598
3599,9-4-2005,0.57,35,3599
3600,7-14-2002,0.65,74,3600
3601,5-21-2002,0.57,21,3601
3602,5-7-2002,0.55,84,3602
3603,8-1-2017,0.59,77,3603
3604,3-9-2008,0.8,62,3604
3605,11-28-2025,0.56,52,3605
3606,5-30-2019,0.98,21,3606
3607,2-4-2016,0.65,16,3607
3608,2-27-2021,0.82,40,3608
3609,2-28-2019,0.97,55,3609
3610,10-11-2011,0.9,64,3610
3611,3-7-2023,0.98,8,3611
3612,8-1-2005,0.81,55,3612
3613,2-5-2025,0.55,25,3613
3614,11-25-2002,0.51,43,3614
3615,12-21-2019,0.97,83,3615
3616,12-12-2011,0.79,19,3616
3617,3-25-2001,0.78,38,3617
3618,4-18-2006,0.95,71,3618
3619,3-16-2020,0.89,69,3619
3620,10-17-2012,0.93,37,3620
3621,9-3-2007,0.55,54,3621
3622,2-30-2014,0.89,41,3622
3623,12-26-2016,0.69,46,3623
3624,12-2-2016,0.94,92,3624
3625,2-22-2014,0.9,19,3625
3626,2-19-2001,0.94,36,3626
3627,11-29-2008,0.71,93,3627
3628,3-3-2004,0.58,27,3628
3629,6-26-2020,0.62,29,3629
3630,7-6-2018,0.74,26,3630
3631,6-19-2005,0.94,41,3631
3632,7-7-2001,0.96,16,3632
3633,2-15-2006,0.82,1,3633
3634,9-28-2014,0.59,74,3634
3635,7-20-2003,0.86,42,3635
3636,5-6-2012,0.98,58,3636
3637,2-16-2007,0.67,51,3637
3638,10-17-2012,0.76,65,3638
3639,8-12-2013,0.81,45,3639
3640,3-27-2006,0.79,80,3640
3641,8-7-2020,0.65,93,3641
3642,3-27-2014,0.61,64,3642
3643,2-2-2008,0.56,40,3643
3644,1-10-2013,0.91,11,3644
3645,10-23-2025,0.84,67,3645
3646,12-28-2012,0.58,56,3646
3647,10-5-2021,0.93,80,3647
3648,11-27-2020,0.94,83,3648
3649,2-8-2025,0.6,64,3649
3650,12-22-2007,0.59,14,3650
3651,11-15-2022,0.96,42,3651
3652,9-17-2023,0.99,88,3652
3653,3-28-2007,0.65,98,3653
3654,7-5-2019,0.95,39,3654
3655,9-15-2009,0.6,50,3655
3656,8-17-2018,0.76,94,3656
3657,8-28-2009,0.76,32,3657
3658,3-23-2014,0.79,83,3658
3659,8-7-2013,0.73,40,3659
3660,1-16-2005,0.91,64,3660
3661,5-19-2011,0.75,14,3661
3662,1-15-2006,0.51,11,3662
3663,6-30-2015,0.68,28,3663
3664,10-2-2021,0.59,92,3664
3665,11-28-2007,0.86,6,3665
3666,11-24-2013,0.59,28,3666
3667,4-9-2009,0.67,1,3667
3668,7-12-2006,0.84,51,3668
3669,3-6-2002,0.83,11,3669
3670,7-30-2007,0.59,56,3670
3671,3-20-2006,0.9,92,3671
3672,4-20-2001,0.5,34,3672
3673,4-18-2017,0.95,10,3673
3674,3-1-2015,0.58,20,3674
3675,10-5-2020,0.73,72,3675
3676,11-6-2020,1.0,31,3676
3677,12-1-2022,0.68,64,3677
3678,9-14-2002,0.93,68,3678
3679,2-17-2022,0.7,22,3679
3680,4-13-2023,0.55,63,3680
3681,4-10-2013,0.66,45,3681
3682,7-19-2020,0.88,90,3682
3683,11-3-2016,0.69,88,3683
3684,10-12-2012,0.88,61,3684
3685,4-8-2012,0.5,48,3685
3686,2-1-2009,0.53,50,3686
3687,5-4-2002,0.64,76,3687
3688,5-22-2007,0.63,5,3688
3689,2-15-2023,0.71,47,3689
3690,10-30-2018,0.75,20,3690
3691,1-3-2012,0.89,6,3691
3692,9-19-2016,0.59,45,3692
3693,1-13-2019,0.91,86,3693
3694,1-24-2020,0.57,96,3694
3695,4-23-2014,0.94,95,3695
3696,6-14-2024,0.69,58,3696
3697,5-14-2010,0.96,69,3697
3698,2-30-2012,0.5,83,3698
3699,11-18-2022,0.98,84,3699
3700,4-10-2012,0.59,22,3700
3701,3-18-2020,0.82,99,3701
3702,12-9-2006,0.98,83,3702
3703,2-10-2015,0.73,39,3703
3704,5-6-2013,1.0,61,3704
3705,8-14-2012,1.0,71,3705
3706,7-5-2020,0.68,80,3706
3707,7-16-2005,0.56,28,3707
3708,3-21-2004,0.63,81,3708
3709,6-11-2012,0.99,80,3709
3710,8-30-2003,0.87,45,3710
3711,6-4-2009,0.67,51,3711
3712,5-17-2022,0.96,70,3712
3713,3-28-2019,0.9,37,3713
3714,8-25-2008,0.57,43,3714
3715,1-20-2001,0.58,41,3715
3716,7-26-2009,0.79,34,3716
3717,5-23-2012,0.86,54,3717
3718,2-1-2003,0.82,85,3718
3719,5-5-2004,0.81,92,3719
3720,1-2-2012,0.98,16,3720
3721,11-21-2019,0.67,51,3721
3722,7-19-2019,0.93,68,3722
3723,5-1-2011,0.66,26,3723
3724,1-12-2017,0.67,82,3724
3725,8-17-2004,0.8,40,3725
3726,6-14-2008,0.66,86,3726
3727,2-24-2021,0.54,76,3727
3728,5-27-2008,0.56,30,3728
3729,4-13-2003,0.98,18,3729
3730,6-16-2020,0.6,54,3730
3731,10-4-2024,0.99,5,3731
3732,2-28-2004,0.62,78,3732
3733,9-6-2000,0.51,57,3733
3734,10-15-2003,0.9,98,3734
3735,10-11-2017,0.61,37,3735
3736,7-17-2024,0.76,49,3736
3737,6-28-2012,0.85,50,3737
3738,7-5-2015,0.67,3,3738
3739,11-9-2015,0.97,6,3739
3740,9-29-2005,0.56,25,3740
3741,8-29-2005,0.69,11,3741
3742,1-30-2006,0.74,31,3742
3743,11-10-2004,0.79,81,3743
3744,1-23-2022,0.66,59,3744
3745,3-6-2025,0.64,28,3745
3746,5-6-2000,0.53,10,3746
3747,5-10-2016,0.62,62,3747
3748,12-21-2012,0.98,6,3748
3749,4-6-2010,0.68,78,3749
3750,9-27-2014,0.93,29,3750
3751,11-26-2001,0.71,4,3751
3752,10-13-2008,0.85,40,3752
3753,1-6-2011,0.86,32,3753
