transaction_id,sale_price,sale_date,payment_type,property_id
3544,93.865,5-30-2004,Loan,3544
3545,85.0,4-3-2010,Loan,3545
3546,31.5,11-21-2012,Loan,3546
3547,48.0,6-22-2004,Loan,3547
3548,70.0,4-10-2011,Loan,3548
3549,35.0,10-27-2024,Loan,3549
3550,290.0,8-13-2006,Loan,3550
3551,66.48,7-30-2000,Loan,3551
3552,39.5,10-25-2004,Cash,3552
3553,93.25,4-12-2018,Loan,3553
3554,48.42,5-27-2022,Loan,3554
3555,425.0,11-13-2003,Loan,3555
3556,110.0,2-13-2003,Loan,3556
3557,385.0,9-17-2003,Cash,3557
3558,100.0,2-13-2016,Cash,3558
3559,55.0,4-18-2024,Loan,3559
3560,54.0,2-9-2000,Cash,3560
3561,40.0,3-5-2007,Cash,3561
3562,150.0,10-25-2001,Cash,3562
3563,85.0,2-14-2011,Loan,3563
3564,44.4,12-30-2009,Loan,3564
3565,43.1,4-15-2018,Cash,3565
3566,77.0,5-4-2023,Loan,3566
3567,38.0,2-24-2004,Cash,3567
3568,270.0,6-11-2002,Loan,3568
3569,65.12,4-8-2020,Loan,3569
3570,139.0,11-13-2002,Loan,3570
3571,53.0,9-1-2007,Loan,3571
3572,65.0,6-18-2004,Loan,3572
3573,85.0,9-24-2007,Loan,3573
3574,55.0,5-26-2018,Cash,3574
3575,150.0,8-2-2020,Loan,3575
3576,22.5,11-19-2025,Loan,3576
3577,17.0,7-25-2002,Loan,3577
3578,46.39,7-19-2007,Cash,3578
3579,50.0,5-30-2005,Loan,3579
3580,85.4,1-25-2023,Loan,3580
3581,57.0,4-5-2017,Loan,3581
3582,68.0,4-25-2023,Loan,3582
3583,104.0,9-24-2013,Cash,3583
3584,60.0,6-2-2012,Cash,3584
3585,28.0,6-24-2001,Loan,3585
3586,210.0,3-8-2017,Loan,3586
3587,76.0,6-12-2014,Loan,3587
3588,190.0,1-30-2022,Loan,3588
3589,31.57,8-23-2012,Cash,3589
3590,121.0,10-25-2006,Loan,3590
3591,91.2,2-16-2020,Loan,3591
3592,73.0,7-8-2002,Cash,3592
3593,49.88,12-6-2018,Loan,3593
3594,170.0,12-18-2019,Loan,3594
3595,100.0,5-4-2021,Loan,3595
3596,180.0,12-1-2003,Cash,3596
3597,85.0,12-4-2002,Loan,3597
3598,175.0,4-25-2011,Loan,3598
3599,40.0,3-14-2021,Cash,3599
3600,108.0,11-30-2004,Cash,3600
3601,40.0,6-3-2011,Cash,3601
3602,61.2,8-8-2020,Loan,3602
3603,42.0,2-7-2004,Cash,3603
3604,82.0,7-6-2017,Loan,3604
3605,62.0,8-30-2008,Loan,3605
3606,220.0,12-14-2009,Cash,3606
3607,148.0,6-17-2018,Loan,3607
3608,42.0,11-13-2003,Loan,3608
3609,550.0,6-16-2014,Cash,3609
3610,110.0,2-23-2004,Loan,3610
3611,190.0,1-17-2014,Loan,3611
3612,80.0,8-26-2003,Loan,3612
3613,225.0,5-6-2016,Loan,3613
3614,28.41,6-11-2024,Cash,3614
3615,64.08,2-17-2024,Cash,3615
3616,42.0,4-14-2020,Cash,3616
3617,75.0,4-4-2011,Cash,3617
3618,70.0,7-11-2004,Loan,3618
3619,65.0,10-8-2002,Cash,3619
3620,149.0,9-3-2023,Cash,3620
3621,65.0,8-16-2001,Cash,3621
3622,148.0,6-5-2013,Cash,3622
3623,63.0,6-18-2012,Loan,3623
3624,129.0,10-30-2012,Loan,3624
3625,150.0,8-27-2023,Loan,3625
3626,88.0,7-2-2011,Cash,3626
3627,25.0,5-21-2008,Cash,3627
3628,42.3,12-23-2005,Loan,3628
3629,55.0,3-4-2005,Cash,3629
3630,120.0,9-25-2006,Cash,3630
3631,52.17,4-17-2005,Cash,3631
3632,59.0,5-21-2024,Loan,3632
3633,94.5,4-3-2005,Loan,3633
3634,85.28,12-22-2005,Loan,3634
3635,68.0,5-20-2013,Loan,3635
3636,255.0,2-8-2022,Cash,3636
3637,56.74,3-24-2007,Loan,3637
3638,275.0,1-23-2013,Cash,3638
3639,130.0,8-23-2003,Loan,3639
3640,85.0,5-22-2015,Cash,3640
3641,210.0,8-26-2015,Loan,3641
3642,55.0,7-3-2002,Cash,3642
3643,30.0,8-29-2005,Cash,3643
3644,67.75,1-11-2001,Cash,3644
3645,89.99,6-11-2002,Loan,3645
3646,675.0,6-11-2015,Loan,3646
3647,145.0,4-5-2023,Cash,3647
3648,28.88,1-8-2014,Loan,3648
3649,45.91,3-2-2002,Cash,3649
3650,160.0,6-20-2012,Loan,3650
3651,175.0,1-14-2004,Loan,3651
3652,83.87,3-27-2011,Loan,3652
3653,270.0,2-30-2013,Loan,3653
3654,300.0,7-12-2013,Cash,3654
3655,30.0,10-27-2022,Loan,3655
3656,42.0,12-13-2016,Loan,3656
3657,39.0,12-26-2001,Loan,3657
3658,100.0,2-19-2012,Loan,3658
3659,58.0,2-7-2024,Cash,3659
3660,68.0,10-6-2020,Loan,3660
3661,47.5,9-14-2000,Cash,3661
3662,395.0,3-18-2021,Loan,3662
3663,89.37,7-9-2003,Cash,3663
3664,85.0,3-1-2024,Cash,3664
3665,550.0,7-28-2020,Loan,3665
3666,65.0,12-13-2013,Cash,3666
3667,43.59,10-30-2018,Cash,3667
3668,70.0,1-22-2004,Loan,3668
3669,225.0,3-16-2011,Cash,3669
3670,30.0,11-7-2022,Loan,3670
3671,75.97,11-7-2025,Cash,3671
3672,75.0,9-7-2014,Cash,3672
3673,700.0,1-28-2003,Loan,3673
3674,37.45,2-11-2006,Loan,3674
3675,28.0,2-22-2004,Loan,3675
3676,70.0,11-13-2010,Loan,3676
3677,45.5,5-20-2009,Cash,3677
3678,130.0,9-20-2011,Loan,3678
3679,34.0,8-25-2013,Loan,3679
3680,25.88,4-6-2007,Cash,3680
3681,22.49,11-19-2001,Cash,3681
3682,62.0,5-21-2021,Cash,3682
3683,35.0,5-15-2011,Cash,3683
3684,42.0,4-17-2018,Loan,3684
3685,95.0,5-2-2022,Cash,3685
3686,47.0,11-10-2016,Loan,3686
3687,122.0,10-23-2014,Cash,3687
3688,51.0,11-5-2022,Loan,3688
3689,100.0,9-14-2006,Loan,3689
3690,96.0,11-27-2016,Cash,3690
3691,79.0,3-8-2019,Loan,3691
3692,220.0,8-25-2017,Cash,3692
3693,43.59,1-30-2024,Cash,3693
3694,160.0,5-30-2005,Cash,3694
3695,95.0,4-11-2004,Cash,3695
3696,160.0,7-16-2005,Cash,3696
3697,800.0,9-18-2005,Cash,3697
3698,91.0,6-27-2009,Loan,3698
3699,52.0,1-17-2017,Cash,3699
3700,63.0,1-12-2014,Loan,3700
3701,70.5,6-18-2003,Cash,3701
3702,70.0,2-6-2019,Loan,3702
3703,155.0,11-29-2011,Loan,3703
3704,250.0,9-7-2012,Cash,3704
3705,125.0,4-26-2020,Loan,3705
3706,600.0,5-25-2019,Cash,3706
3707,151.0,7-27-2019,Loan,3707
3708,55.0,2-28-2022,Loan,3708
3709,100.0,3-29-2002,Loan,3709
3710,17.0,1-9-2003,Loan,3710
3711,50.79,3-11-2010,Loan,3711
3712,48.0,10-27-2010,Loan,3712
3713,80.0,7-1-2014,Loan,3713
3714,280.0,5-30-2025,Cash,3714
3715,52.6,12-10-2003,Cash,3715
3716,450.0,12-19-2006,Cash,3716
3717,39.0,11-8-2001,Loan,3717
3718,97.0,4-11-2019,Cash,3718
3719,139.0,4-13-2023,Cash,3719
3720,80.0,6-12-2003,Loan,3720
3721,79.0,2-3-2024,Loan,3721
3722,140.0,10-11-2014,Cash,3722
3723,40.0,6-13-2013,Cash,3723
3724,49.0,11-15-2014,Loan,3724
3725,40.0,6-14-2009,Cash,3725
3726,120.0,10-10-2008,Cash,3726
3727,260.0,3-18-2011,Cash,3727
3728,108.0,5-30-2021,Cash,3728
3729,120.0,6-4-2008,Cash,3729
3730,65.0,9-23-2019,Cash,3730
3731,49.5,7-15-2007,Loan,3731
3732,73.0,4-8-2021,Cash,3732
3733,120.0,7-1-2022,Loan,3733
3734,125.0,8-26-2003,Cash,3734
3735,102.0,3-8-2015,Loan,3735
3736,280.0,3-15-2022,Loan,3736
3737,245.0,7-3-2025,Loan,3737
3738,59.86,7-19-2012,Cash,3738
3739,54.0,1-9-2010,Cash,3739
3740,76.0,11-10-2010,Cash,3740
3741,13.5,10-3-2015,Cash,3741
3742,53.0,1-9-2005,Cash,3742
3743,200.0,10-30-2019,Loan,3743
3744,46.95,8-16-2017,Loan,3744
3745,160.0,11-21-2012,Cash,3745
3746,80.0,11-28-2008,Cash,3746
3747,55.0,7-4-2019,Loan,3747
3748,94.71,3-11-2014,Cash,3748
3749,40.0,1-8-2025,Cash,3749
3750,34.82,11-16-2009,Loan,3750
3751,157.0,8-17-2002,Loan,3751
3752,92.0,10-29-2019,Cash,3752
3753,150.0,10-11-2019,Cash,3753
3754,90.0,12-28-2014,Cash,3754
3755,73.0,3-3-2018,Loan,3755
3756,23.0,3-14-2020,Cash,3756
3757,167.0,6-22-2013,Loan,3757
3758,38.0,2-28-2003,Cash,3758
3759,40.0,2-22-2004,Cash,3759
3760,105.0,7-19-2010,Cash,3760
3761,86.56,3-15-2020,Cash,3761
3762,135.0,6-14-2025,Cash,3762
3763,49.0,11-8-2004,Loan,3763
3764,140.0,8-4-2025,Loan,3764
3765,31.49,12-9-2000,Cash,3765
3766,82.0,5-8-2021,Loan,3766
3767,68.0,5-9-2025,Loan,3767
3768,63.1,9-14-2022,Loan,3768
3769,205.0,4-19-2004,Loan,3769
3770,150.0,4-19-2002,Cash,3770
3771,57.0,9-12-2021,Cash,3771
3772,56.1,12-2-2021,Cash,3772
3773,45.0,12-11-2025,Cash,3773
3774,43.09,1-17-2003,Cash,3774
3775,37.0,2-6-2019,Cash,3775
3776,58.0,11-17-2013,Cash,3776
3777,45.69,4-12-2001,Loan,3777
3778,285.0,9-24-2024,Loan,3778
3779,75.0,4-25-2006,Loan,3779
3780,55.0,2-30-2014,Loan,3780
3781,180.0,12-27-2000,Loan,3781
3782,72.0,10-18-2013,Loan,3782
3783,59.74,10-14-2016,Cash,3783
3784,133.0,1-29-2025,Loan,3784
3785,265.0,12-15-2013,Loan,3785
3786,77.68,1-14-2010,Cash,3786
3787,110.0,1-19-2004,Loan,3787
3788,50.0,4-28-2004,Loan,3788
3789,46.8,2-30-2024,Cash,3789
3790,120.0,2-23-2000,Cash,3790
3791,51.77,7-9-2007,Cash,3791
3792,107.0,6-9-2005,Cash,3792
3793,300.0,1-21-2003,Loan,3793
3794,160.0,8-4-2020,Loan,3794
3795,115.0,1-22-2007,Cash,3795
3796,120.0,9-19-2007,Cash,3796
3797,52.0,6-20-2001,Loan,3797
3798,57.63,7-19-2016,Cash,3798
3799,129.0,4-27-2004,Loan,3799
3800,76.0,12-17-2015,Cash,3800
3801,66.0,4-29-2016,Cash,3801
3802,49.5,1-21-2024,Loan,3802
3803,126.0,9-7-2024,Cash,3803
3804,139.0,2-6-2013,Cash,3804
3805,120.0,8-1-2019,Cash,3805
3806,288.0,3-18-2025,Loan,3806
3807,54.65,2-16-2019,Loan,3807
3808,92.0,1-6-2011,Cash,3808
3809,65.0,12-19-2014,Cash,3809
3810,324.0,10-24-2016,Cash,3810
3811,300.0,2-6-2012,Loan,3811
3812,42.0,1-23-2024,Cash,3812
3813,100.0,9-23-2000,Cash,3813
3814,43.0,8-22-2001,Cash,3814
3815,180.0,12-24-2009,Loan,3815
3816,75.0,1-19-2003,Loan,3816
3817,35.0,9-22-2007,Loan,3817
3818,160.0,12-30-2014,Loan,3818
3819,48.5,9-26-2013,Loan,3819
3820,155.0,7-23-2016,Cash,3820
3821,46.0,12-1-2025,Loan,3821
3822,160.0,1-13-2019,Loan,3822
3823,120.0,1-30-2023,Loan,3823
3824,40.0,6-19-2002,Cash,3824
3825,43.0,10-16-2013,Loan,3825
3826,40.0,9-29-2022,Cash,3826
3827,62.0,6-21-2025,Cash,3827
3828,75.0,11-17-2022,Loan,3828
3829,165.0,6-17-2023,Cash,3829
3830,52.0,3-22-2019,Cash,3830
3831,62.0,7-10-2012,Loan,3831
3832,51.0,5-23-2017,Cash,3832
3833,69.1,4-8-2014,Cash,3833
3834,74.4,12-25-2017,Cash,3834
3835,60.0,7-4-2018,Loan,3835
3836,85.0,10-26-2019,Cash,3836
3837,34.63,8-13-2019,Cash,3837
3838,260.0,12-23-2013,Loan,3838
3839,104.0,4-28-2019,Loan,3839
3840,90.0,9-22-2014,Cash,3840
3841,166.0,10-26-2013,Loan,3841
3842,78.0,6-17-2011,Cash,3842
3843,110.0,5-22-2021,Cash,3843
3844,85.0,3-11-2022,Loan,3844
3845,78.0,5-9-2011,Loan,3845
3846,52.43,9-22-2019,Loan,3846
3847,82.0,2-1-2006,Loan,3847
3848,35.0,10-16-2014,Cash,3848
3849,95.0,5-30-2003,Loan,3849
3850,62.8,7-28-2021,Cash,3850
3851,80.0,7-19-2018,Cash,3851
3852,90.0,7-29-2024,Loan,3852
3853,150.0,1-2-2001,Loan,3853
3854,49.0,7-12-2003,Loan,3854
3855,80.0,5-7-2010,Loan,3855
3856,44.0,2-23-2022,Cash,3856
3857,600.0,5-20-2000,Cash,3857
3858,60.0,6-1-2004,Loan,3858
3859,57.46,2-13-2004,Loan,3859
3860,79.0,8-19-2010,Cash,3860
3861,191.0,7-15-2012,Loan,3861
3862,226.0,4-1-2004,Loan,3862
3863,50.28,11-21-2015,Loan,3863
3864,37.83,5-29-2023,Loan,3864
3865,79.28,5-30-2019,Cash,3865
3866,400.0,7-16-2015,Loan,3866
3867,500.0,11-23-2025,Loan,3867
3868,135.0,8-18-2018,Cash,3868
3869,45.84,2-9-2000,Loan,3869
3870,330.0,4-2-2007,Cash,3870
3871,140.0,10-10-2012,Cash,3871
3872,33.5,10-30-2006,Cash,3872
3873,39.0,5-21-2023,Loan,3873
3874,80.99,4-24-2007,Loan,3874
3875,29.0,8-10-2003,Loan,3875
3876,59.0,7-15-2021,Cash,3876
3877,135.0,6-19-2018,Loan,3877
3878,175.0,3-27-2021,Loan,3878
3879,87.0,4-15-2010,Loan,3879
3880,97.0,6-6-2022,Cash,3880
3881,334.0,2-22-2008,Cash,3881
3882,110.0,10-10-2012,Loan,3882
3883,49.02,1-11-2001,Cash,3883
3884,72.0,3-23-2018,Cash,3884
3885,165.0,7-9-2006,Cash,3885
3886,760.0,6-26-2023,Cash,3886
3887,40.43,8-15-2007,Cash,3887
3888,15.0,11-23-2019,Cash,3888
3889,39.0,6-28-2023,Loan,3889
3890,57.76,9-18-2023,Loan,3890
3891,100.0,2-16-2014,Cash,3891
3892,46.0,9-1-2006,Loan,3892
3893,55.0,4-9-2006,Cash,3893
3894,68.0,9-3-2018,Cash,3894
3895,160.0,7-17-2025,Loan,3895
3896,74.0,8-16-2011,Loan,3896
3897,42.75,12-9-2008,Cash,3897
3898,55.0,5-25-2017,Cash,3898
3899,60.0,11-2-2013,Cash,3899
3900,41.88,10-29-2008,Loan,3900
3901,45.9,5-28-2000,Cash,3901
3902,65.0,11-29-2001,Cash,3902
3903,70.0,12-10-2001,Cash,3903
3904,39.2,12-23-2001,Cash,3904
3905,43.0,11-25-2006,Loan,3905
3906,52.1,9-1-2009,Loan,3906
3907,86.0,9-2-2016,Loan,3907
3908,130.0,6-29-2001,Cash,3908
3909,72.0,10-4-2017,Cash,3909
3910,103.0,6-22-2004,Cash,3910
3911,72.0,12-20-2000,Loan,3911
3912,39.0,11-25-2018,Cash,3912
3913,40.0,10-3-2020,Cash,3913
3914,83.87,5-3-2006,Cash,3914
3915,300.0,7-24-2017,Cash,3915
3916,345.0,8-15-2021,Cash,3916
3917,70.0,10-15-2019,Loan,3917
3918,168.0,9-11-2015,Cash,3918
3919,35.0,2-17-2009,Cash,3919
3920,149.0,6-4-2001,Cash,3920
3921,405.0,10-8-2003,Cash,3921
3922,41.0,1-25-2000,Loan,3922
3923,46.0,8-8-2004,Loan,3923
3924,39.0,12-10-2008,Cash,3924
3925,45.0,1-6-2004,Cash,3925
3926,390.0,9-30-2021,Loan,3926
3927,52.0,5-30-2013,Cash,3927
3928,127.0,10-15-2005,Loan,3928
3929,38.0,8-11-2008,Cash,3929
3930,150.0,8-20-2025,Cash,3930
3931,45.5,6-7-2009,Loan,3931
3932,135.0,10-13-2025,Loan,3932
3933,32.63,6-21-2011,Loan,3933
3934,64.5,10-7-2018,Cash,3934
3935,98.0,11-3-2012,Loan,3935
3936,350.0,10-13-2001,Loan,3936
3937,55.0,3-30-2005,Loan,3937
3938,112.0,6-16-2000,Loan,3938
3939,103.0,5-10-2006,Loan,3939
3940,125.0,11-20-2010,Cash,3940
3941,40.0,6-28-2001,Cash,3941
3942,95.0,7-19-2005,Cash,3942
3943,32.5,9-5-2024,Cash,3943
3944,50.0,11-15-2008,Cash,3944
3945,62.0,1-9-2018,Loan,3945
3946,26.0,8-24-2014,Loan,3946
3947,143.0,12-22-2019,Cash,3947
3948,226.0,4-30-2020,Cash,3948
3949,225.0,1-16-2011,Loan,3949
3950,68.0,10-23-2017,Cash,3950
3951,44.0,9-26-2014,Loan,3951
3952,74.0,9-29-2020,Loan,3952
3953,100.0,7-1-2006,Loan,3953
3954,72.0,12-6-2010,Cash,3954
3955,38.0,11-5-2012,Cash,3955
3956,42.0,11-3-2014,Cash,3956
3957,75.0,11-28-2013,Loan,3957
3958,44.5,6-27-2001,Loan,3958
3959,77.0,1-3-2024,Loan,3959
3960,71.0,11-11-2020,Cash,3960
3961,85.0,4-20-2016,Cash,3961
3962,50.0,12-21-2025,Cash,3962
3963,50.66,3-8-2011,Loan,3963
3964,68.0,11-19-2011,Loan,3964
3965,65.0,2-30-2007,Cash,3965
3966,130.0,5-9-2002,Loan,3966
3967,50.0,3-4-2014,Cash,3967
3968,93.34,1-15-2014,Cash,3968
3969,32.0,10-4-2020,Cash,3969
3970,83.0,12-11-2001,Loan,3970
3971,60.0,6-26-2015,Cash,3971
3972,55.0,3-19-2009,Cash,3972
3973,52.85,1-25-2016,Loan,3973
3974,230.0,1-10-2025,Loan,3974
3975,46.14,5-21-2024,Cash,3975
3976,19.5,12-2-2009,Loan,3976
3977,600.0,2-28-2014,Loan,3977
3978,250.0,4-8-2025,Cash,3978
3979,60.98,12-21-2019,Loan,3979
3980,41.0,12-21-2008,Loan,3980
3981,44.0,9-16-2024,Loan,3981
3982,70.0,3-29-2000,Cash,3982
3983,39.97,7-14-2004,Cash,3983
3984,51.19,3-14-2010,Loan,3984
3985,195.0,1-1-2015,Loan,3985
3986,160.0,2-8-2012,Loan,3986
3987,35.23,9-3-2023,Cash,3987
3988,80.0,12-26-2025,Loan,3988
3989,155.0,8-6-2011,Loan,3989
3990,70.0,2-12-2003,Cash,3990
3991,60.0,4-25-2013,Cash,3991
3992,160.0,11-6-2016,Cash,3992
3993,315.0,9-24-2024,Loan,3993
3994,39.0,1-26-2004,Loan,3994
3995,240.0,4-4-2007,Loan,3995
3996,300.0,8-27-2015,Cash,3996
3997,30.0,11-26-2004,Loan,3997
3998,120.0,11-9-2015,Cash,3998
3999,70.0,3-3-2019,Loan,3999
4000,95.0,7-26-2016,Loan,4000
4001,55.0,6-29-2009,Loan,4001
4002,90.0,10-2-2024,Loan,4002
4003,97.78,4-14-2008,Cash,4003
4004,55.0,9-4-2023,Cash,4004
4005,36.0,7-15-2003,Loan,4005
4006,48.45,1-18-2018,Cash,4006
4007,173.0,10-27-2024,Cash,4007
4008,33.82,4-14-2011,Cash,4008
4009,50.0,2-15-2014,Loan,4009
4010,58.0,7-21-2006,Cash,4010
4011,150.0,11-15-2025,Loan,4011
4012,56.0,9-16-2020,Cash,4012
4013,145.0,3-26-2023,Loan,4013
4014,49.0,10-5-2005,Loan,4014
4015,44.0,5-12-2001,Loan,4015
4016,60.0,5-9-2001,Cash,4016
4017,65.3,6-10-2006,Loan,4017
4018,77.41,6-10-2008,Loan,4018
4019,85.0,10-4-2025,Loan,4019
4020,43.0,12-11-2023,Cash,4020
4021,75.0,7-1-2008,Cash,4021
4022,45.0,5-10-2017,Cash,4022
4023,86.0,11-10-2000,Loan,4023
4024,70.0,6-28-2000,Cash,4024
4025,59.0,8-23-2019,Loan,4025
4026,162.0,3-16-2002,Cash,4026
4027,75.0,8-8-2007,Loan,4027
4028,24.0,2-14-2009,Loan,4028
4029,80.0,7-6-2023,Loan,4029
4030,120.0,6-1-2002,Loan,4030
4031,52.0,4-13-2019,Loan,4031
4032,42.0,6-13-2019,Cash,4032
4033,50.0,2-11-2007,Cash,4033
4034,500.0,9-25-2019,Cash,4034
4035,145.0,5-10-2007,Cash,4035
4036,50.0,5-28-2022,Loan,4036
4037,100.0,4-17-2008,Loan,4037
4038,83.0,11-25-2005,Loan,4038
4039,195.0,3-9-2014,Cash,4039
4040,75.0,6-11-2007,Cash,4040
4041,50.79,12-13-2011,Loan,4041
4042,53.0,12-21-2000,Cash,4042
4043,160.0,9-17-2020,Loan,4043
4044,44.0,9-19-2018,Loan,4044
4045,320.0,2-6-2003,Loan,4045
4046,70.0,1-25-2009,Loan,4046
4047,90.0,6-17-2019,Cash,4047
4048,40.0,2-3-2016,Loan,4048
4049,95.0,3-1-2014,Cash,4049
4050,85.0,6-14-2000,Cash,4050
4051,82.0,4-17-2002,Cash,4051
4052,150.0,7-6-2002,Cash,4052
4053,56.81,5-4-2024,Loan,4053
4054,69.0,3-11-2006,Cash,4054
4055,86.0,12-19-2008,Cash,4055
4056,45.0,3-20-2017,Cash,4056
4057,98.0,8-6-2007,Cash,4057
4058,525.0,4-27-2006,Loan,4058
4059,70.0,2-27-2021,Cash,4059
4060,185.0,2-2-2025,Loan,4060
4061,100.0,4-28-2006,Loan,4061
4062,155.0,5-1-2004,Loan,4062
4063,36.5,8-9-2002,Cash,4063
4064,49.87,8-15-2000,Cash,4064
4065,40.44,7-17-2019,Cash,4065
4066,150.0,11-17-2007,Cash,4066
4067,77.25,6-11-2001,Cash,4067
4068,65.01,1-8-2003,Loan,4068
4069,48.0,3-7-2009,Cash,4069
4070,61.0,12-18-2024,Cash,4070
4071,115.0,11-12-2012,Loan,4071
4072,55.0,2-22-2004,Loan,4072
4073,370.0,9-19-2025,Loan,4073
4074,120.0,9-12-2025,Cash,4074
4075,97.0,7-16-2020,Loan,4075
4076,98.86,2-9-2003,Loan,4076
4077,140.0,8-12-2003,Loan,4077
4078,284.0,6-9-2016,Cash,4078
4079,14.04,2-21-2010,Cash,4079
4080,160.0,4-30-2006,Loan,4080
4081,75.0,3-24-2016,Loan,4081
4082,65.0,4-22-2018,Cash,4082
4083,93.0,5-24-2017,Loan,4083
4084,125.0,12-5-2013,Cash,4084
4085,70.0,3-11-2011,Loan,4085
4086,120.0,12-13-2002,Loan,4086
4087,47.0,4-17-2009,Loan,4087
4088,60.0,9-9-2017,Cash,4088
4089,65.0,6-26-2016,Cash,4089
4090,35.0,10-29-2006,Loan,4090
4091,50.0,3-12-2007,Loan,4091
4092,51.0,4-20-2024,Loan,4092
4093,79.0,9-21-2017,Cash,4093
4094,55.0,2-14-2002,Cash,4094
4095,90.0,9-4-2018,Cash,4095
4096,59.0,6-21-2002,Loan,4096
4097,60.0,11-20-2025,Loan,4097
4098,52.8,7-6-2023,Loan,4098
4099,75.0,10-2-2009,Loan,4099
4100,117.0,4-9-2000,Loan,4100
4101,45.9,7-15-2016,Loan,4101
4102,82.5,12-9-2005,Cash,4102
4103,61.0,5-19-2002,Cash,4103
4104,70.0,6-10-2003,Loan,4104
4105,80.0,12-4-2016,Loan,4105
4106,45.0,8-14-2006,Cash,4106
4107,65.0,12-12-2016,Loan,4107
4108,100.0,10-19-2005,Cash,4108
4109,70.0,12-24-2005,Cash,4109
4110,220.0,4-21-2025,Cash,4110
4111,140.0,2-3-2001,Loan,4111
4112,240.0,4-9-2011,Loan,4112
4113,10.0,1-12-2008,Cash,4113
4114,150.0,4-13-2018,Cash,4114
4115,58.0,7-12-2011,Cash,4115
4116,48.0,2-19-2007,Cash,4116
4117,45.0,1-6-2014,Loan,4117
4118,60.0,12-6-2006,Cash,4118
4119,115.0,10-23-2010,Loan,4119
4120,42.12,1-17-2016,Loan,4120
4121,250.0,5-7-2025,Cash,4121
4122,48.905,3-18-2006,Loan,4122
4123,51.6,1-23-2000,Cash,4123
4124,163.0,4-26-2001,Loan,4124
4125,205.0,11-16-2020,Cash,4125
4126,410.0,10-16-2016,Cash,4126
4127,100.0,8-23-2000,Loan,4127
4128,100.0,5-29-2000,Cash,4128
4129,75.0,7-5-2020,Cash,4129
4130,95.0,11-11-2012,Loan,4130
4131,53.5,10-2-2018,Loan,4131
4132,88.73,6-15-2016,Loan,4132
4133,115.0,2-16-2022,Cash,4133
4134,65.5,10-12-2022,Loan,4134
4135,93.0,9-9-2002,Loan,4135
4136,159.0,12-25-2025,Cash,4136
4137,59.0,8-9-2018,Cash,4137
4138,114.0,8-29-2003,Cash,4138
4139,225.0,3-17-2021,Cash,4139
4140,147.0,2-17-2009,Cash,4140
4141,36.0,3-15-2014,Cash,4141
4142,145.0,8-3-2012,Cash,4142
4143,56.0,1-3-2017,Cash,4143
4144,63.0,10-3-2011,Loan,4144
4145,180.0,12-8-2004,Cash,4145
4146,59.0,3-11-2010,Loan,4146
4147,75.0,11-15-2003,Cash,4147
4148,46.0,4-16-2022,Loan,4148
4149,47.0,10-3-2001,Loan,4149
4150,40.0,12-22-2012,Loan,4150
4151,69.0,5-10-2020,Cash,4151
4152,59.0,6-14-2010,Loan,4152
4153,196.0,5-24-2009,Loan,4153
4154,80.0,10-9-2018,Cash,4154
4155,45.0,6-3-2013,Loan,4155
4156,135.0,10-2-2010,Cash,4156
4157,78.0,5-17-2019,Cash,4157
4158,75.0,8-2-2007,Cash,4158
4159,60.0,6-24-2010,Loan,4159
4160,85.0,10-10-2000,Cash,4160
4161,40.0,5-18-2006,Cash,4161
4162,2050.0,1-12-2010,Loan,4162
4163,88.0,4-16-2015,Cash,4163
4164,78.0,1-15-2021,Loan,4164
4165,81.0,8-22-2024,Loan,4165
4166,32.0,3-28-2005,Cash,4166
4167,135.0,1-12-2001,Loan,4167
4168,21.28,10-25-2013,Cash,4168
4169,68.0,5-1-2024,Cash,4169
4170,38.5,7-28-2003,Loan,4170
4171,95.0,5-2-2020,Loan,4171
4172,170.0,7-19-2020,Cash,4172
4173,140.0,1-12-2016,Loan,4173
4174,115.0,11-14-2001,Cash,4174
4175,55.0,6-8-2018,Loan,4175
4176,33.0,8-18-2019,Loan,4176
4177,225.0,5-21-2012,Loan,4177
4178,54.3,11-1-2024,Cash,4178
4179,36.69,4-25-2022,Cash,4179
4180,65.0,2-24-2008,Loan,4180
4181,35.0,3-28-2017,Cash,4181
4182,115.0,7-19-2021,Loan,4182
4183,317.0,12-15-2003,Loan,4183
4184,59.0,11-11-2013,Cash,4184
4185,38.0,4-19-2016,Cash,4185
4186,50.3,6-19-2007,Cash,4186
4187,550.0,11-12-2020,Cash,4187
4188,78.0,8-16-2021,Cash,4188
4189,200.0,12-12-2005,Loan,4189
4190,19.695,5-5-2002,Loan,4190
4191,57.0,6-17-2025,Loan,4191
4192,88.0,1-11-2015,Cash,4192
4193,125.0,8-28-2023,Loan,4193
4194,44.0,7-28-2003,Loan,4194
4195,986.0,12-28-2011,Cash,4195
4196,40.79,11-14-2000,Loan,4196
4197,150.0,11-8-2003,Cash,4197
4198,95.0,12-24-2021,Cash,4198
4199,165.0,11-10-2015,Cash,4199
4200,38.85,2-29-2010,Cash,4200
4201,88.0,9-21-2014,Cash,4201
4202,22.0,12-27-2001,Loan,4202
4203,285.0,5-10-2005,Cash,4203
4204,52.0,10-18-2014,Loan,4204
4205,82.5,3-16-2006,Loan,4205
4206,100.0,9-19-2019,Loan,4206
4207,360.0,3-12-2014,Cash,4207
4208,58.0,7-12-2005,Loan,4208
