feature_id,property_id,feature_name,feature_value
12171,4057,society,VisicCl
12172,4058,bath,3.0
12173,4058,balcony,3.0
12174,4058,society,
12175,4059,bath,4.0
12176,4059,balcony,2.0
12177,4059,society,
12178,4060,bath,2.0
12179,4060,balcony,1.0
12180,4060,society,Pae 1ov
12181,4061,bath,3.0
12182,4061,balcony,3.0
12183,4061,society,
12184,4062,bath,4.0
12185,4062,balcony,0.0
12186,4062,society,
12187,4063,bath,5.0
12188,4063,balcony,3.0
12189,4063,society,
12190,4064,bath,2.0
12191,4064,balcony,2.0
12192,4064,society,Collsrn
12193,4065,bath,2.0
12194,4065,balcony,1.0
12195,4065,society,Elidet 
12196,4066,bath,2.0
12197,4066,balcony,1.0
12198,4066,society,
12199,4067,bath,4.0
12200,4067,balcony,2.0
12201,4067,society,
12202,4068,bath,2.0
12203,4068,balcony,1.0
12204,4068,society,
12205,4069,bath,1.0
12206,4069,balcony,2.0
12207,4069,society,
12208,4070,bath,2.0
12209,4070,balcony,1.0
12210,4070,society,Prldsri
12211,4071,bath,3.0
12212,4071,balcony,3.0
12213,4071,society,DLhtsen
12214,4072,bath,3.0
12215,4072,balcony,2.0
12216,4072,society,Soionar
12217,4073,bath,2.0
12218,4073,balcony,2.0
12219,4073,society,Courf T
12220,4074,bath,6.0
12221,4074,balcony,3.0
12222,4074,society,
12223,4075,bath,3.0
12224,4075,balcony,1.0
12225,4075,society,
12226,4076,bath,2.0
12227,4076,balcony,3.0
12228,4076,society,Puachal
12229,4077,bath,2.0
12230,4077,balcony,1.0
12231,4077,society,
12232,4078,bath,3.0
12233,4078,balcony,2.0
12234,4078,society,BrardCo
12235,4079,bath,4.0
12236,4079,balcony,
12237,4079,society,BrlisCo
12238,4080,bath,1.0
12239,4080,balcony,1.0
12240,4080,society,SuVue S
12241,4081,bath,3.0
12242,4081,balcony,2.0
12243,4081,society,SoliaMa
12244,4082,bath,2.0
12245,4082,balcony,2.0
12246,4082,society,Prlmsge
12247,4083,bath,2.0
12248,4083,balcony,1.0
12249,4083,society,Prarkun
12250,4084,bath,3.0
12251,4084,balcony,2.0
12252,4084,society,
12253,4085,bath,4.0
12254,4085,balcony,2.0
12255,4085,society,SoitaCa
12256,4086,bath,2.0
12257,4086,balcony,2.0
12258,4086,society,Siite E
12259,4087,bath,4.0
12260,4087,balcony,
12261,4087,society,
12262,4088,bath,2.0
12263,4088,balcony,1.0
12264,4088,society,
12265,4089,bath,3.0
12266,4089,balcony,3.0
12267,4089,society,Thiced 
12268,4090,bath,6.0
12269,4090,balcony,3.0
12270,4090,society,
12271,4091,bath,2.0
12272,4091,balcony,0.0
12273,4091,society,
12274,4092,bath,2.0
12275,4092,balcony,2.0
12276,4092,society,
12277,4093,bath,2.0
12278,4093,balcony,2.0
12279,4093,society,
12280,4094,bath,2.0
12281,4094,balcony,3.0
12282,4094,society,
12283,4095,bath,3.0
12284,4095,balcony,2.0
12285,4095,society,
12286,4096,bath,3.0
12287,4096,balcony,2.0
12288,4096,society,Dhncyud
12289,4097,bath,2.0
12290,4097,balcony,1.0
12291,4097,society,GoityEt
12292,4098,bath,2.0
12293,4098,balcony,2.0
12294,4098,society,Evood S
12295,4099,bath,2.0
12296,4099,balcony,1.0
12297,4099,society,
12298,4100,bath,2.0
12299,4100,balcony,1.0
12300,4100,society,
12301,4101,bath,3.0
12302,4101,balcony,2.0
12303,4101,society,Raard B
12304,4102,bath,2.0
12305,4102,balcony,1.0
12306,4102,society,
12307,4103,bath,2.0
12308,4103,balcony,2.0
12309,4103,society,BriumMi
12310,4104,bath,2.0
12311,4104,balcony,1.0
12312,4104,society,
12313,4105,bath,2.0
12314,4105,balcony,0.0
12315,4105,society,Syonyph
12316,4106,bath,5.0
12317,4106,balcony,
12318,4106,society,
12319,4107,bath,2.0
12320,4107,balcony,2.0
12321,4107,society,
12322,4108,bath,2.0
12323,4108,balcony,1.0
12324,4108,society,Soresea
12325,4109,bath,5.0
12326,4109,balcony,2.0
12327,4109,society,
12328,4110,bath,3.0
12329,4110,balcony,3.0
12330,4110,society,
12331,4111,bath,4.0
12332,4111,balcony,3.0
12333,4111,society,PueraRi
12334,4112,bath,3.0
12335,4112,balcony,
12336,4112,society,ManceEl
12337,4113,bath,6.0
12338,4113,balcony,
12339,4113,society,
12340,4114,bath,3.0
12341,4114,balcony,2.0
12342,4114,society,
12343,4115,bath,2.0
12344,4115,balcony,0.0
12345,4115,society,
12346,4116,bath,2.0
12347,4116,balcony,1.0
12348,4116,society,
12349,4117,bath,2.0
12350,4117,balcony,2.0
12351,4117,society,
12352,4118,bath,2.0
12353,4118,balcony,1.0
12354,4118,society,PrncyRe
12355,4119,bath,2.0
12356,4119,balcony,1.0
12357,4119,society,GMown E
12358,4120,bath,3.0
12359,4120,balcony,1.0
12360,4120,society,PrpiaSr
12361,4121,bath,2.0
12362,4121,balcony,2.0
12363,4121,society,MDncyhi
12364,4122,bath,3.0
12365,4122,balcony,3.0
12366,4122,society,Pudgear
12367,4123,bath,2.0
12368,4123,balcony,0.0
12369,4123,society,Coowsri
12370,4124,bath,2.0
12371,4124,balcony,2.0
12372,4124,society,MenueNo
12373,4125,bath,1.0
12374,4125,balcony,0.0
12375,4125,society,
12376,4126,bath,5.0
12377,4126,balcony,2.0
12378,4126,society,
12379,4127,bath,7.0
12380,4127,balcony,0.0
12381,4127,society,
12382,4128,bath,2.0
12383,4128,balcony,2.0
12384,4128,society,
12385,4129,bath,3.0
12386,4129,balcony,3.0
12387,4129,society,SApusnu
12388,4130,bath,2.0
12389,4130,balcony,1.0
12390,4130,society,Srayatr
12391,4131,bath,3.0
12392,4131,balcony,3.0
12393,4131,society,Srmitev
12394,4132,bath,2.0
12395,4132,balcony,2.0
12396,4132,society,
12397,4133,bath,2.0
12398,4133,balcony,1.0
12399,4133,society,Oztarol
12400,4134,bath,2.0
12401,4134,balcony,2.0
12402,4134,society,RotatHa
12403,4135,bath,2.0
12404,4135,balcony,1.0
12405,4135,society,Prarkun
12406,4136,bath,3.0
12407,4136,balcony,2.0
12408,4136,society,PrityTr
12409,4137,bath,4.0
12410,4137,balcony,2.0
12411,4137,society,Prtanha
12412,4138,bath,2.0
12413,4138,balcony,3.0
12414,4138,society,Dehts H
12415,4139,bath,2.0
12416,4139,balcony,3.0
12417,4139,society,SMaxyay
12418,4140,bath,2.0
12419,4140,balcony,2.0
12420,4140,society,LGapeon
12421,4141,bath,4.0
12422,4141,balcony,2.0
12423,4141,society,Prtanha
12424,4142,bath,2.0
12425,4142,balcony,2.0
12426,4142,society,GancyRe
12427,4143,bath,3.0
12428,4143,balcony,2.0
12429,4143,society,Salle F
12430,4144,bath,2.0
12431,4144,balcony,3.0
12432,4144,society,ArrdsOr
12433,4145,bath,2.0
12434,4145,balcony,2.0
12435,4145,society,Vaw 2il
12436,4146,bath,3.0
12437,4146,balcony,1.0
12438,4146,society,Fants A
12439,4147,bath,2.0
12440,4147,balcony,0.0
12441,4147,society,
12442,4148,bath,2.0
12443,4148,balcony,1.0
12444,4148,society,
12445,4149,bath,2.0
12446,4149,balcony,1.0
12447,4149,society,Prityel
12448,4150,bath,3.0
12449,4150,balcony,2.0
12450,4150,society,
12451,4151,bath,2.0
12452,4151,balcony,0.0
12453,4151,society,
12454,4152,bath,3.0
12455,4152,balcony,2.0
12456,4152,society,PrarePa
12457,4153,bath,2.0
12458,4153,balcony,1.0
12459,4153,society,Pridsi 
12460,4154,bath,4.0
12461,4154,balcony,2.0
12462,4154,society,SoisoCa
12463,4155,bath,2.0
12464,4155,balcony,1.0
12465,4155,society,BrdgeNo
12466,4156,bath,2.0
12467,4156,balcony,3.0
12468,4156,society,VRrtsa 
12469,4157,bath,2.0
12470,4157,balcony,2.0
12471,4157,society,
12472,4158,bath,2.0
12473,4158,balcony,3.0
12474,4158,society,Coona A
12475,4159,bath,2.0
12476,4159,balcony,2.0
12477,4159,society,RothaVa
12478,4160,bath,2.0
12479,4160,balcony,0.0
12480,4160,society,Viaxy G
12481,4161,bath,3.0
12482,4161,balcony,2.0
12483,4161,society,Cadel C
12484,4162,bath,2.0
12485,4162,balcony,1.0
12486,4162,society,PrarePa
12487,4163,bath,5.0
12488,4163,balcony,
12489,4163,society,Epllan 
12490,4164,bath,2.0
12491,4164,balcony,1.0
12492,4164,society,GoAirej
12493,4165,bath,2.0
12494,4165,balcony,
12495,4165,society,ManceEl
12496,4166,bath,2.0
12497,4166,balcony,1.0
12498,4166,society,DNncasa
12499,4167,bath,2.0
12500,4167,balcony,1.0
12501,4167,society,Vabow R
12502,4168,bath,6.0
12503,4168,balcony,2.0
12504,4168,society,
12505,4169,bath,1.0
12506,4169,balcony,2.0
12507,4169,society,Collsrn
12508,4170,bath,3.0
12509,4170,balcony,2.0
12510,4170,society,ArnzaFi
12511,4171,bath,2.0
12512,4171,balcony,3.0
12513,4171,society,
12514,4172,bath,3.0
12515,4172,balcony,2.0
12516,4172,society,Itala A
12517,4173,bath,4.0
12518,4173,balcony,2.0
12519,4173,society,
12520,4174,bath,4.0
12521,4174,balcony,1.0
12522,4174,society,
12523,4175,bath,3.0
12524,4175,balcony,2.0
12525,4175,society,Undge T
12526,4176,bath,2.0
12527,4176,balcony,1.0
12528,4176,society,
12529,4177,bath,2.0
12530,4177,balcony,2.0
12531,4177,society,MDoseim
12532,4178,bath,8.0
12533,4178,balcony,
12534,4178,society,
12535,4179,bath,3.0
12536,4179,balcony,3.0
12537,4179,society,
12538,4180,bath,2.0
12539,4180,balcony,2.0
12540,4180,society,MNtha A
12541,4181,bath,2.0
12542,4181,balcony,3.0
12543,4181,society,Koowsis
12544,4182,bath,2.0
12545,4182,balcony,2.0
12546,4182,society,Gaent R
12547,4183,bath,3.0
12548,4183,balcony,2.0
12549,4183,society,Soionar
12550,4184,bath,3.0
12551,4184,balcony,
12552,4184,society,Shntsad
12553,4185,bath,2.0
12554,4185,balcony,1.0
12555,4185,society,GMown E
12556,4186,bath,2.0
12557,4186,balcony,2.0
12558,4186,society,
12559,4187,bath,2.0
12560,4187,balcony,1.0
12561,4187,society,
12562,4188,bath,4.0
12563,4188,balcony,0.0
12564,4188,society,
12565,4189,bath,2.0
12566,4189,balcony,1.0
12567,4189,society,Sriseva
12568,4190,bath,4.0
12569,4190,balcony,3.0
12570,4190,society,Vastael
12571,4191,bath,1.0
12572,4191,balcony,0.0
12573,4191,society,Roiti A
12574,4192,bath,2.0
12575,4192,balcony,1.0
12576,4192,society,
12577,4193,bath,3.0
12578,4193,balcony,3.0
12579,4193,society,SSonsvi
12580,4194,bath,3.0
12581,4194,balcony,2.0
12582,4194,society,Bregae 
12583,4195,bath,2.0
12584,4195,balcony,
12585,4195,society,Niara S
12586,4196,bath,4.0
12587,4196,balcony,
12588,4196,society,Masta A
12589,4197,bath,2.0
12590,4197,balcony,2.0
12591,4197,society,
12592,4198,bath,2.0
12593,4198,balcony,1.0
12594,4198,society,
12595,4199,bath,2.0
12596,4199,balcony,2.0
12597,4199,society,
12598,4200,bath,3.0
12599,4200,balcony,1.0
12600,4200,society,
12601,4201,bath,2.0
12602,4201,balcony,2.0
12603,4201,society,SPavenc
12604,4202,bath,3.0
12605,4202,balcony,2.0
12606,4202,society,Baveles
12607,4203,bath,2.0
12608,4203,balcony,1.0
12609,4203,society,VBavaai
12610,4204,bath,4.0
12611,4204,balcony,2.0
12612,4204,society,Prrry M
12613,4205,bath,2.0
12614,4205,balcony,1.0
12615,4205,society,Pamesy 
12616,4206,bath,2.0
12617,4206,balcony,2.0
12618,4206,society,Gaodsch
12619,4207,bath,3.0
12620,4207,balcony,3.0
12621,4207,society,SosonGa
12622,4208,bath,5.0
12623,4208,balcony,
12624,4208,society,GonumPl
12625,4209,bath,2.0
12626,4209,balcony,2.0
12627,4209,society,Srconor
12628,4210,bath,2.0
12629,4210,balcony,1.0
12630,4210,society,GrrvaGr
12631,4211,bath,
12632,4211,balcony,
12633,4211,society,Sariaat
12634,4212,bath,2.0
12635,4212,balcony,2.0
12636,4212,society,
12637,4213,bath,2.0
12638,4213,balcony,1.0
12639,4213,society,NCondia
12640,4214,bath,1.0
12641,4214,balcony,1.0
12642,4214,society,Mameser
12643,4215,bath,3.0
12644,4215,balcony,
12645,4215,society,AWharde
12646,4216,bath,4.0
12647,4216,balcony,1.0
12648,4216,society,G conTh
12649,4217,bath,3.0
12650,4217,balcony,2.0
12651,4217,society,
12652,4218,bath,2.0
12653,4218,balcony,2.0
12654,4218,society,Saesttt
12655,4219,bath,3.0
12656,4219,balcony,3.0
12657,4219,society,
12658,4220,bath,2.0
12659,4220,balcony,2.0
12660,4220,society,
12661,4221,bath,2.0
12662,4221,balcony,1.0
12663,4221,society,Saite G
12664,4222,bath,3.0
12665,4222,balcony,2.0
12666,4222,society,BrdgeNo
12667,4223,bath,2.0
12668,4223,balcony,1.0
12669,4223,society,
12670,4224,bath,2.0
12671,4224,balcony,1.0
12672,4224,society,Koagati
12673,4225,bath,3.0
12674,4225,balcony,2.0
12675,4225,society,Raard B
12676,4226,bath,2.0
12677,4226,balcony,2.0
12678,4226,society,Veales 
12679,4227,bath,1.0
12680,4227,balcony,0.0
12681,4227,society,Oreldhi
12682,4228,bath,2.0
12683,4228,balcony,1.0
12684,4228,society,
12685,4229,bath,4.0
12686,4229,balcony,3.0
12687,4229,society,
12688,4230,bath,2.0
12689,4230,balcony,1.0
12690,4230,society,Sosisic
12691,4231,bath,2.0
12692,4231,balcony,3.0
12693,4231,society,
12694,4232,bath,2.0
12695,4232,balcony,2.0
12696,4232,society,
12697,4233,bath,3.0
12698,4233,balcony,3.0
12699,4233,society,GoityEt
12700,4234,bath,4.0
12701,4234,balcony,3.0
12702,4234,society,
12703,4235,bath,3.0
12704,4235,balcony,2.0
12705,4235,society,PrityTr
12706,4236,bath,2.0
12707,4236,balcony,2.0
12708,4236,society,DLhtsnd
12709,4237,bath,3.0
12710,4237,balcony,2.0
12711,4237,society,
12712,4238,bath,2.0
12713,4238,balcony,2.0
12714,4238,society,MJtroty
12715,4239,bath,4.0
12716,4239,balcony,1.0
12717,4239,society,
12718,4240,bath,3.0
12719,4240,balcony,3.0
12720,4240,society,
12721,4241,bath,2.0
12722,4241,balcony,2.0
12723,4241,society,Shana S
12724,4242,bath,3.0
12725,4242,balcony,1.0
12726,4242,society,
12727,4243,bath,3.0
12728,4243,balcony,3.0
12729,4243,society,
12730,4244,bath,4.0
12731,4244,balcony,2.0
12732,4244,society,EmardBo
12733,4245,bath,3.0
12734,4245,balcony,3.0
12735,4245,society,
12736,4246,bath,2.0
12737,4246,balcony,1.0
12738,4246,society,Suriaa 
12739,4247,bath,2.0
12740,4247,balcony,1.0
12741,4247,society,Metrais
12742,4248,bath,3.0
12743,4248,balcony,1.0
12744,4248,society,
12745,4249,bath,9.0
12746,4249,balcony,1.0
12747,4249,society,
12748,4250,bath,3.0
12749,4250,balcony,2.0
12750,4250,society,Prowser
12751,4251,bath,3.0
12752,4251,balcony,3.0
12753,4251,society,
12754,4252,bath,1.0
12755,4252,balcony,1.0
12756,4252,society,Unezes 
12757,4253,bath,2.0
12758,4253,balcony,0.0
12759,4253,society,
12760,4254,bath,5.0
12761,4254,balcony,2.0
12762,4254,society,
12763,4255,bath,5.0
12764,4255,balcony,
12765,4255,society,
12766,4256,bath,3.0
12767,4256,balcony,1.0
12768,4256,society,
12769,4257,bath,4.0
12770,4257,balcony,2.0
12771,4257,society,
12772,4258,bath,3.0
12773,4258,balcony,2.0
12774,4258,society,Coomee 
12775,4259,bath,1.0
12776,4259,balcony,2.0
12777,4259,society,
12778,4260,bath,2.0
12779,4260,balcony,1.0
12780,4260,society,ValiaCa
12781,4261,bath,3.0
12782,4261,balcony,2.0
12783,4261,society,Pu270a 
12784,4262,bath,2.0
12785,4262,balcony,3.0
12786,4262,society,Veales 
12787,4263,bath,4.0
12788,4263,balcony,2.0
12789,4263,society,
12790,4264,bath,2.0
12791,4264,balcony,2.0
12792,4264,society,MamalPr
12793,4265,bath,3.0
12794,4265,balcony,1.0
12795,4265,society,
12796,4266,bath,2.0
12797,4266,balcony,1.0
12798,4266,society,Oreldhi
12799,4267,bath,2.0
12800,4267,balcony,2.0
12801,4267,society,Masser 
12802,4268,bath,4.0
12803,4268,balcony,3.0
12804,4268,society,Prowshi
12805,4269,bath,4.0
12806,4269,balcony,0.0
12807,4269,society,
12808,4270,bath,4.0
12809,4270,balcony,2.0
12810,4270,society,
12811,4271,bath,3.0
12812,4271,balcony,1.0
12813,4271,society,
12814,4272,bath,3.0
12815,4272,balcony,1.0
12816,4272,society,
12817,4273,bath,2.0
12818,4273,balcony,2.0
12819,4273,society,Pathira
12820,4274,bath,1.0
12821,4274,balcony,1.0
12822,4274,society,
12823,4275,bath,2.0
12824,4275,balcony,2.0
12825,4275,society,HovasTe
12826,4276,bath,2.0
12827,4276,balcony,2.0
12828,4276,society,SSthamh
12829,4277,bath,2.0
12830,4277,balcony,2.0
12831,4277,society,NRosete
12832,4278,bath,2.0
12833,4278,balcony,1.0
12834,4278,society,
12835,4279,bath,2.0
12836,4279,balcony,2.0
12837,4279,society,
12838,4280,bath,2.0
12839,4280,balcony,0.0
12840,4280,society,
12841,4281,bath,2.0
12842,4281,balcony,2.0
12843,4281,society,AriosPa
12844,4282,bath,3.0
12845,4282,balcony,1.0
12846,4282,society,AxvamTa
12847,4283,bath,4.0
12848,4283,balcony,3.0
12849,4283,society,Prrry M
12850,4284,bath,4.0
12851,4284,balcony,3.0
12852,4284,society,
12853,4285,bath,2.0
12854,4285,balcony,2.0
12855,4285,society,
12856,4286,bath,2.0
12857,4286,balcony,1.0
12858,4286,society,Shestut
12859,4287,bath,2.0
12860,4287,balcony,2.0
12861,4287,society,Goateds
12862,4288,bath,3.0
12863,4288,balcony,1.0
12864,4288,society,Sosisic
12865,4289,bath,3.0
12866,4289,balcony,1.0
12867,4289,society,Rosha I
12868,4290,bath,1.0
12869,4290,balcony,0.0
12870,4290,society,VSlistr
12871,4291,bath,2.0
12872,4291,balcony,1.0
12873,4291,society,NStusD 
12874,4292,bath,2.0
12875,4292,balcony,1.0
12876,4292,society,
12877,4293,bath,2.0
12878,4293,balcony,2.0
12879,4293,society,RatosAr
12880,4294,bath,5.0
12881,4294,balcony,
12882,4294,society,
12883,4295,bath,3.0
12884,4295,balcony,3.0
12885,4295,society,PueraRi
12886,4296,bath,2.0
12887,4296,balcony,2.0
12888,4296,society,Goourta
12889,4297,bath,2.0
12890,4297,balcony,2.0
12891,4297,society,
12892,4298,bath,3.0
12893,4298,balcony,3.0
12894,4298,society,
12895,4299,bath,4.0
12896,4299,balcony,3.0
12897,4299,society,IDldsin
12898,4300,bath,1.0
12899,4300,balcony,0.0
12900,4300,society,
12901,4301,bath,2.0
12902,4301,balcony,1.0
12903,4301,society,Mayne A
12904,4302,bath,2.0
12905,4302,balcony,3.0
12906,4302,society,
12907,4303,bath,2.0
12908,4303,balcony,1.0
12909,4303,society,MJarlPe
12910,4304,bath,2.0
12911,4304,balcony,2.0
12912,4304,society,DSdorSp
12913,4305,bath,2.0
12914,4305,balcony,1.0
12915,4305,society,
12916,4306,bath,2.0
12917,4306,balcony,1.0
12918,4306,society,SJityaz
12919,4307,bath,2.0
12920,4307,balcony,2.0
12921,4307,society,Peide L
12922,4308,bath,2.0
12923,4308,balcony,2.0
12924,4308,society,
12925,4309,bath,4.0
12926,4309,balcony,0.0
12927,4309,society,
12928,4310,bath,3.0
12929,4310,balcony,1.0
12930,4310,society,Brareio
12931,4311,bath,2.0
12932,4311,balcony,0.0
12933,4311,society,Puwerun
12934,4312,bath,2.0
12935,4312,balcony,2.0
12936,4312,society,GrrvaGr
12937,4313,bath,1.0
12938,4313,balcony,1.0
12939,4313,society,Soresea
12940,4314,bath,4.0
12941,4314,balcony,3.0
12942,4314,society,Adstah 
12943,4315,bath,5.0
12944,4315,balcony,
12945,4315,society,NatanNi
12946,4316,bath,1.0
12947,4316,balcony,1.0
12948,4316,society,
12949,4317,bath,3.0
12950,4317,balcony,2.0
12951,4317,society,Soitya 
12952,4318,bath,3.0
12953,4318,balcony,2.0
12954,4318,society,Karchru
12955,4319,bath,5.0
12956,4319,balcony,0.0
12957,4319,society,
12958,4320,bath,2.0
12959,4320,balcony,1.0
12960,4320,society,Prarkun
12961,4321,bath,1.0
12962,4321,balcony,0.0
12963,4321,society,
12964,4322,bath,2.0
12965,4322,balcony,2.0
12966,4322,society,ShaleSp
12967,4323,bath,2.0
12968,4323,balcony,2.0
12969,4323,society,
12970,4324,bath,2.0
12971,4324,balcony,3.0
12972,4324,society,DLhtsnd
12973,4325,bath,2.0
12974,4325,balcony,1.0
12975,4325,society,
12976,4326,bath,3.0
12977,4326,balcony,3.0
12978,4326,society,
12979,4327,bath,2.0
12980,4327,balcony,1.0
12981,4327,society,Drente 
12982,4328,bath,2.0
12983,4328,balcony,1.0
12984,4328,society,
12985,4329,bath,2.0
12986,4329,balcony,0.0
12987,4329,society,Saavenc
12988,4330,bath,2.0
12989,4330,balcony,1.0
12990,4330,society,
12991,4331,bath,2.0
12992,4331,balcony,1.0
12993,4331,society,Rabow R
12994,4332,bath,3.0
12995,4332,balcony,2.0
12996,4332,society,
12997,4333,bath,2.0
12998,4333,balcony,2.0
12999,4333,society,PrityTr
13000,4334,bath,2.0
13001,4334,balcony,3.0
13002,4334,society,Nillsre
13003,4335,bath,2.0
13004,4335,balcony,1.0
13005,4335,society,
13006,4336,bath,3.0
13007,4336,balcony,3.0
13008,4336,society,InockHo
13009,4337,bath,2.0
13010,4337,balcony,1.0
13011,4337,society,SMuilan
13012,4338,bath,3.0
13013,4338,balcony,0.0
13014,4338,society,S2oveat
13015,4339,bath,3.0
13016,4339,balcony,2.0
13017,4339,society,Prook M
13018,4340,bath,2.0
13019,4340,balcony,1.0
13020,4340,society,
13021,4341,bath,3.0
13022,4341,balcony,3.0
13023,4341,society,
13024,4342,bath,3.0
13025,4342,balcony,2.0
13026,4342,society,Sodgere
13027,4343,bath,3.0
13028,4343,balcony,2.0
13029,4343,society,NRowse 
13030,4344,bath,6.0
13031,4344,balcony,2.0
13032,4344,society,
13033,4345,bath,2.0
13034,4345,balcony,2.0
13035,4345,society,Itvas S
13036,4346,bath,4.0
13037,4346,balcony,1.0
13038,4346,society,
13039,4347,bath,
13040,4347,balcony,
13041,4347,society,Prtates
13042,4348,bath,2.0
13043,4348,balcony,2.0
13044,4348,society,MBncele
13045,4349,bath,3.0
13046,4349,balcony,3.0
13047,4349,society,Inion P
13048,4350,bath,2.0
13049,4350,balcony,1.0
13050,4350,society,
13051,4351,bath,2.0
13052,4351,balcony,1.0
13053,4351,society,Koagati
13054,4352,bath,5.0
13055,4352,balcony,3.0
13056,4352,society,VDe 1Du
13057,4353,bath,2.0
13058,4353,balcony,2.0
13059,4353,society,Ciques 
13060,4354,bath,2.0
13061,4354,balcony,2.0
13062,4354,society,
13063,4355,bath,2.0
13064,4355,balcony,3.0
13065,4355,society,Saire S
13066,4356,bath,1.0
13067,4356,balcony,1.0
13068,4356,society,AriosPa
13069,4357,bath,4.0
13070,4357,balcony,0.0
13071,4357,society,
13072,4358,bath,3.0
13073,4358,balcony,1.0
13074,4358,society,
13075,4359,bath,4.0
13076,4359,balcony,2.0
13077,4359,society,UNERA P
13078,4360,bath,5.0
13079,4360,balcony,1.0
13080,4360,society,
13081,4361,bath,2.0
13082,4361,balcony,2.0
13083,4361,society,
13084,4362,bath,2.0
13085,4362,balcony,1.0
13086,4362,society,Vaows M
13087,4363,bath,3.0
13088,4363,balcony,0.0
13089,4363,society,Naasyak
13090,4364,bath,3.0
13091,4364,balcony,1.0
13092,4364,society,Mithmn 
13093,4365,bath,3.0
13094,4365,balcony,1.0
13095,4365,society,PrityFa
13096,4366,bath,2.0
13097,4366,balcony,1.0
13098,4366,society,Deens G
13099,4367,bath,3.0
13100,4367,balcony,3.0
13101,4367,society,
13102,4368,bath,2.0
13103,4368,balcony,1.0
13104,4368,society,SunceEs
13105,4369,bath,2.0
13106,4369,balcony,2.0
13107,4369,society,IBityin
13108,4370,bath,5.0
13109,4370,balcony,2.0
13110,4370,society,
13111,4371,bath,3.0
13112,4371,balcony,2.0
13113,4371,society,SodilDa
13114,4372,bath,3.0
13115,4372,balcony,1.0
13116,4372,society,Lelia M
13117,4373,bath,2.0
13118,4373,balcony,2.0
13119,4373,society,
13120,4374,bath,6.0
13121,4374,balcony,2.0
13122,4374,society,Soeurri
13123,4375,bath,2.0
13124,4375,balcony,1.0
13125,4375,society,
13126,4376,bath,2.0
13127,4376,balcony,2.0
13128,4376,society,Rarthne
13129,4377,bath,2.0
13130,4377,balcony,2.0
13131,4377,society,Dhalsh 
13132,4378,bath,1.0
13133,4378,balcony,1.0
13134,4378,society,
13135,4379,bath,9.0
13136,4379,balcony,3.0
13137,4379,society,
13138,4380,bath,7.0
13139,4380,balcony,3.0
13140,4380,society,
13141,4381,bath,4.0
13142,4381,balcony,3.0
13143,4381,society,
13144,4382,bath,3.0
13145,4382,balcony,3.0
13146,4382,society,JRrnauv
13147,4383,bath,2.0
13148,4383,balcony,2.0
13149,4383,society,SBoneuc
13150,4384,bath,2.0
13151,4384,balcony,2.0
13152,4384,society,Puide P
13153,4385,bath,2.0
13154,4385,balcony,1.0
13155,4385,society,Prncyrn
13156,4386,bath,2.0
13157,4386,balcony,0.0
13158,4386,society,
13159,4387,bath,3.0
13160,4387,balcony,1.0
13161,4387,society,Bhe 2ko
13162,4388,bath,2.0
13163,4388,balcony,0.0
13164,4388,society,Prntsax
13165,4389,bath,2.0
13166,4389,balcony,2.0
13167,4389,society,Jaood G
13168,4390,bath,2.0
13169,4390,balcony,1.0
13170,4390,society,DLhtsen
13171,4391,bath,2.0
13172,4391,balcony,2.0
13173,4391,society,IBityin
13174,4392,bath,2.0
13175,4392,balcony,2.0
13176,4392,society,Srhamra
13177,4393,bath,3.0
13178,4393,balcony,2.0
13179,4393,society,Grmes L
13180,4394,bath,2.0
13181,4394,balcony,1.0
13182,4394,society,
13183,4395,bath,1.0
13184,4395,balcony,1.0
13185,4395,society,ZeodsWo
13186,4396,bath,8.0
13187,4396,balcony,
13188,4396,society,
13189,4397,bath,5.0
13190,4397,balcony,1.0
13191,4397,society,
13192,4398,bath,2.0
13193,4398,balcony,1.0
13194,4398,society,Vaharvi
13195,4399,bath,1.0
13196,4399,balcony,1.0
13197,4399,society,IBityin
13198,4400,bath,4.0
13199,4400,balcony,2.0
13200,4400,society,
13201,4401,bath,3.0
13202,4401,balcony,
13203,4401,society,SRidsrc
13204,4402,bath,3.0
13205,4402,balcony,2.0
13206,4402,society,Somumys
13207,4403,bath,2.0
13208,4403,balcony,1.0
13209,4403,society,
13210,4404,bath,5.0
13211,4404,balcony,1.0
13212,4404,society,
13213,4405,bath,2.0
13214,4405,balcony,1.0
13215,4405,society,
13216,4406,bath,2.0
13217,4406,balcony,2.0
13218,4406,society,SearkHy
13219,4407,bath,2.0
13220,4407,balcony,3.0
13221,4407,society,
13222,4408,bath,5.0
13223,4408,balcony,
13224,4408,society,
13225,4409,bath,2.0
13226,4409,balcony,2.0
13227,4409,society,IBityin
13228,4410,bath,2.0
13229,4410,balcony,2.0
13230,4410,society,Niacesa
13231,4411,bath,2.0
13232,4411,balcony,3.0
13233,4411,society,Caiseur
13234,4412,bath,2.0
13235,4412,balcony,2.0
13236,4412,society,Papusa 
13237,4413,bath,3.0
13238,4413,balcony,2.0
13239,4413,society,
13240,4414,bath,5.0
13241,4414,balcony,0.0
13242,4414,society,Emine P
13243,4415,bath,3.0
13244,4415,balcony,3.0
13245,4415,society,Contsci
13246,4416,bath,2.0
13247,4416,balcony,0.0
13248,4416,society,KHage G
13249,4417,bath,2.0
13250,4417,balcony,1.0
